ONS.ID,Constituency,Nation,Region,2010.winner,2015.winner,2017.winner,2019.winner,Result.,Runner.up,Majority.2017,Majority.simple,Con.2019,Lab.2019,LDem.2019,Brex.2019,Grn.2019,SNP.2019,PC.2019,UKIP.2019,DUP.2019,SF.2019,SDLP.2019,UUP.2019,Alli.2019,Ind.2019,Oth...Ind,Oth...Ind.1,Turnout.2019,Turnout.2017,Turnout.2015,Turnout.2010,Winner.pct.2019,Runner.up.pct.2019,Con.pct.2019,Lab.pct.2019,LDem.pct.2019,Brex.pct.2019,Grn.pct.2019,SNP.pct.2019,PC.pct.2019,UKIP.pct.2019,DUP.pct.2019,SF.pct.2019,SDLP.pct.2019,UUP.pct.2019,Alli.pct.2019,Ind.pct.2019,Oth...Ind.2,Oth...Ind.3,Con.pct.change.2019,Lab.pct.change.2019,LDem.pct.change.2019,Brex.pct.change.2019,Grn.pct.change.2019,SNP.pct.change.2019,PC.pct.change.2019,UKIP.pct.change.2019,DUP.pct.change.2019,SF.pct.change.2019,SDLP.pct.change.2019,UUP.pct.change.2019,Alli.pct.change.2019,Ind.pct.change.2019,Oth...Ind.4,Oth...Ind.5,1st.place.2017,2nd.place.2017,Con.2017,Lab.2017,LDem.2017,Grn.2017,SNP.2017,PC.2017,UKIP.2017,DUP.2017,SF.2017,SDLP.2017,UUP.2017,Alli.2017,Oth.2017,Con.2015,Lab.2015,LDem.2015,Grn.2015,SNP.2015,PC.2015,UKIP.2015,Oth.2015,leave.vote.pct.2016,pct.18.29,pct.30.44 ,pct.45.64 ,pct.65plus ,born.in.EU.pct ,no.qualifications.pct ,with.degree.pct ,fulltime.students.pct ,student.households.pct ,pct.hhs.2plus.deprivational.indicators ,White.pct ,Mixed.pct ,Indian.pct ,Pakistani.pct ,Bangladeshi.pct ,Chinese.pct ,Other Asian.pct ,Black.pct ,Arab.pct ,Other.pct ,Christian.pct ,Buddhist.pct ,Hindu.pct ,Jewish.pct ,Muslim.pct ,Sikh.pct ,No.religion.pct ,pct.agriculture ,pct.mining ,pct.manufacturing,pct.construction ,pct.wholesale ,pct.transport ,pct.accommodation ,pct.communication ,pct.finance ,pct.real.estate ,pct.professionals ,pct.education ,pct.social work
W07000049,Aberavon,WAL,WAL,Lab,Lab,Lab,Lab,hold,Con,50.4,33.2,6518,17008,1072,3108,450,0,2711,0,0,0,0,0,0,731,0,0,62.3,66.7,63.3,61,53.8,20.6,20.6,53.8,3.4,9.8,1.4,0,8.6,0,0,0,0,0,0,2.3,0,0,2.9,-14.3,1.6,9.8,1.4,0,0.3,-4,0,0,0,0,0,0,0,0,Lab,Con,17.7,68.1,1.8,NA,NA,8.3,4,NA,NA,NA,NA,NA,NA,11.9,48.9,4.4,2.3,NA,11.6,15.8,5.1,60,14.8,19.1,27.4,18.3,2,32.9,8.3,6.2,0,38.1,97.6,0.7,0.2,0.1,0.3,0.2,0.3,0.3,0.1,0.1,56.8,0.2,0.1,0,0.6,0.1,34.7,0.3,0.3,17.3,8.5,15.1,4.2,5.2,1.8,3.1,1.1,3,7.6,13.8
W07000058,Aberconwy,WAL,WAL,Con,Con,Con,Con,hold,Lab,2,6.4,14687,12653,1821,0,0,0,2704,0,0,0,0,0,0,0,0,0,71.3,71,66.2,67.2,46.1,39.7,46.1,39.7,5.7,0,0,0,8.5,0,0,0,0,0,0,0,0,0,1.5,-2.9,2.8,0,0,0,-1.4,0,0,0,0,0,0,0,0,0,Con,Lab,44.6,42.6,2.9,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,41.5,28.2,4.6,2.4,NA,11.7,11.5,NA,53.4,11.9,16.9,28.4,24.2,4.2,23.7,14.2,6.7,0,24.9,97.8,0.8,0.2,0.1,0.1,0.3,0.3,0.2,0.2,0.1,64.5,0.3,0.1,0.1,0.4,0,26.4,1.7,0.3,4.4,8.2,16.8,3.6,12,1.8,1.7,1.6,5,10.3,15.7
S14000001,Aberdeen North,SCO,SCO,Lab,SNP,SNP,SNP,hold,Con,11.3,33.9,7535,4939,2846,1008,880,20205,0,0,0,0,0,0,0,0,0,0,59.9,59.2,64.9,58.2,54,20.1,20.1,13.2,7.6,2.7,2.4,54,0,0,0,0,0,0,0,0,0,0,-2.6,-16.8,3,2.7,2.4,12.7,0,0,0,0,0,0,0,0,0,0,SNP,Lab,22.7,30,4.6,NA,41.3,NA,NA,NA,NA,NA,NA,NA,1.4,12.1,25.9,4.7,NA,56.4,NA,NA,0.9,43.1,28.9,20.4,21.8,13,17.4,22.5,NA,20.3,4.4,NA,90.2,0,1.9,0.5,0.3,1.1,1.2,NA,0.6,0.2,38.3,0.4,1.3,0.1,2.3,0.1,49.8,0.4,6.6,6.5,6.1,16.3,5.9,8.9,2.2,1.2,0.7,8,7.8,14.5
S14000002,Aberdeen South,SCO,SCO,Lab,SNP,Con,SNP,gain,Con,10.6,8.7,16398,3834,5018,0,0,20388,0,0,0,0,0,0,0,0,0,0,69.4,68.5,71.3,67.2,44.7,35.9,35.9,8.4,11,0,0,44.7,0,0,0,0,0,0,0,0,0,0,-6.2,-12.1,5.1,0,0,13.2,0,0,0,0,0,0,0,0,0,0,Con,SNP,42.1,20.5,5.9,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,22.8,26.8,4.6,2,41.6,NA,1.8,0.3,32.3,21,21.9,25.5,15,12.5,17,NA,11.5,1.8,NA,92.6,0,1.4,0.4,0.2,0.8,1,NA,0.4,0.2,42.7,0.4,0.9,0.1,1.7,0,46.5,0.3,11.1,6.5,5.5,13.7,4.8,6.5,2.6,1.7,1,13.1,8.5,11.7
S14000003,Airdrie and Shotts,SCO,SCO,Lab,SNP,SNP,SNP,hold,Lab,0.5,13.1,7011,12728,1419,0,685,17929,0,0,0,0,0,0,0,0,0,0,62.1,59.2,66.4,57.5,45.1,32,17.6,32,3.6,0,1.7,45.1,0,0,0,0,0,0,0,0,0,0,-5.6,-5.1,1.5,0,1.7,7.5,0,0,0,0,0,0,0,0,0,0,SNP,Lab,23.2,37.1,2.1,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,7.7,34.1,1.5,NA,53.9,NA,2.5,0.3,40.1,15.4,21.1,26.9,14.9,2.7,36,NA,6.3,0,NA,98.4,0,0.2,0.7,0,0.2,0.1,NA,0,0,70.1,0.1,0.1,0,0.7,0.1,22.7,0.7,0.5,10.3,11,16.7,6.6,3.9,2.7,4.2,0.7,2.9,6.3,15.3
E14000530,Aldershot,ENG,SE,Con,Con,Con,Con,hold,Lab,23.5,34.8,27980,11282,6920,0,1750,0,0,0,0,0,0,0,0,0,0,0,66,64.2,63.8,63.5,58.4,23.5,58.4,23.5,14.4,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.3,-8.1,7,0,1.5,0,0,-3.7,0,0,0,0,0,NA,NA,NA,Con,Lab,55.1,31.6,7.4,2.2,NA,NA,3.7,NA,NA,NA,NA,NA,NA,50.6,18.3,8.8,4.4,NA,NA,17.9,NA,58.2,17,23.7,23.9,12.7,8.1,18.5,13.9,6.7,0.1,19.2,85.5,2.1,1.4,0.6,0.2,0.5,7.1,1.9,0.2,0.5,58.1,3.1,3.2,0.1,1.4,0.2,26.5,0.1,0.1,7.1,7.5,16,5.1,5.3,6.4,3.7,1,6.1,7.3,11
E14000531,Aldridge-Brownhills,ENG,WM,Con,Con,Con,Con,hold,Lab,35.6,50.4,27850,8014,2371,0,771,0,0,0,0,0,0,0,0,0,0,336,65.4,66.7,65.6,65.1,70.8,20.4,70.8,20.4,6,0,2,0,0,0,0,0,0,0,0,0,0,0.9,5.4,-9.4,2.7,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,Con,Lab,65.4,29.8,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,52,22.4,3.4,2.1,NA,NA,19.6,0.5,68,12.3,18.7,27,21.7,2.1,29.5,10,6.2,0,26.9,93.1,1.5,2.5,0.4,0.2,0.3,0.6,1,0.1,0.3,70.2,0.2,0.7,0,0.7,2,19.7,0.1,0.1,13.9,10.2,17.6,4.9,3.9,1.9,3.6,1.5,4.5,10.8,11.8
E14000532,Altrincham and Sale West,ENG,NW,Con,Con,Con,Con,hold,Lab,12.2,11.2,26311,20172,6036,0,1566,0,0,0,0,0,0,0,0,224,0,454,74.9,72.1,70.2,69.3,48,36.8,48,36.8,11,0,2.9,0,0,0,0,0,0,0,0,0.4,0,0.8,-3,-2,3.3,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,Con,Lab,51,38.8,7.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.6,53,26.7,8.4,3.9,NA,NA,8,NA,38.5,11.8,21.4,26.7,17.1,6,15.2,28.6,6.9,0,16.6,90.4,2.1,2,1.8,0.1,1.1,0.6,1,0.5,0.4,65.3,0.3,1.3,2.3,3.1,0.3,20.8,0.2,0.1,7.1,6.5,14.8,4,4.4,5.5,5.2,1.8,11.8,10.4,13.1
W07000043,Alyn and Deeside,WAL,WAL,Lab,Lab,Lab,Lab,hold,Con,11.7,0.5,18058,18271,2548,2678,0,0,1453,0,0,0,0,0,0,0,0,0,68.5,71,66.6,65.5,42.5,42,42,42.5,5.9,6.2,0,0,3.4,0,0,0,0,0,0,0,0,0,1.6,-9.6,3.5,6.2,0,0,0.8,-2.5,0,0,0,0,0,0,0,0,Lab,Con,40.4,52.1,2.4,NA,NA,2.6,2.5,NA,NA,NA,NA,NA,NA,31.9,40,4.2,2.4,NA,3.9,17.6,NA,57.7,14.7,20.5,26.4,16.6,5.7,22.6,10.5,6.4,0,23.8,98.2,0.6,0.2,0.1,0.2,0.3,0.2,0.1,0.1,0.1,65.6,0.2,0.2,0,0.4,0,26.3,0.7,0.2,19.6,7.3,17.5,4,4.9,2.1,4.8,0.9,4.4,7.8,10.5
E14000533,Amber Valley,ENG,EM,Con,Con,Con,Con,hold,Lab,18.1,37.1,29096,12210,2873,0,1388,0,0,0,0,0,0,0,0,0,0,0,65.1,67.3,65.1,65.5,63.9,26.8,63.9,26.8,6.3,0,3,0,0,0,0,0,0,0,0,0,0,0,7.4,-11.6,3.9,0,1.6,0,0,0,0,0,0,0,0,NA,NA,NA,Con,Lab,56.5,38.4,2.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,1.2,44,34.8,3,2.4,NA,NA,15.9,NA,65.3,13.4,20.1,28.4,18.2,2.8,29.7,9.3,5.3,0,28,98.4,0.7,0.3,0.1,0,0.2,0.2,0.2,0,0.1,60,0.2,0.1,0.1,0.2,0.1,31.7,0.4,0.2,20.1,9.7,17.2,5,4.3,1.9,1.5,1.2,4.1,8.4,11.3
S14000004,Angus,SCO,SCO,SNP,SNP,Con,SNP,gain,Con,6.6,8.8,17421,2051,2482,0,0,21216,0,0,0,0,0,0,0,0,0,0,67.5,63,67.6,60.4,49.1,40.4,40.4,4.8,5.7,0,0,49.1,0,0,0,0,0,0,0,0,0,0,-4.8,-8.2,2.4,0,0,10.5,0,0,0,0,0,0,0,0,0,0,Con,SNP,45.2,13,3.3,NA,38.6,NA,NA,NA,NA,NA,NA,NA,NA,29,8.8,2.7,2.2,54.2,NA,3,NA,48.1,13.3,18.4,28.6,19.7,5.2,29.8,NA,6.3,0,NA,98.9,0,0.1,0.2,0,0.2,0.2,NA,0.1,0,51.3,0.1,0.1,0,0.3,0,41.2,5.1,2.7,11.4,9.5,14.9,4,5.6,1.3,1.4,1,4.3,7.4,15.6
W07000057,Arfon,WAL,WAL,PC,PC,PC,PC,hold,Lab,0.3,9.6,4428,10353,0,1159,0,0,13134,0,0,0,0,0,0,0,0,0,68.9,68.2,66.3,63.3,45.2,35.6,15.2,35.6,0,4,0,0,45.2,0,0,0,0,0,0,0,0,0,-1.2,-4.9,-2.3,4,0,0,4.4,0,0,0,0,0,0,0,0,0,PC,Lab,16.4,40.5,2.3,NA,NA,40.8,0,NA,NA,NA,NA,NA,NA,13.1,30.3,2.7,NA,NA,43.9,8.5,1.5,34.9,22.3,18.2,23.4,15.9,3.8,21,18.3,19.8,2.8,25.7,94.4,1,0.6,0.3,0.2,1.4,0.5,0.4,1,0.3,55.6,0.4,0.3,0.1,1.9,0,32.5,1.5,0.5,5.2,8.6,14.4,3.4,8.4,2.6,1,1.2,3.7,15.1,15.9
S14000005,Argyll and Bute,SCO,SCO,LDem,SNP,SNP,SNP,hold,Con,2.8,8.6,16930,3248,6832,0,0,21040,0,0,0,0,0,0,0,0,0,0,72.2,71.5,75.3,67.3,43.8,35.2,35.2,6.8,14.2,0,0,43.8,0,0,0,0,0,0,0,0,0,0,2,-5.8,-4,0,0,7.8,0,0,0,0,0,0,0,0,0,0,SNP,Con,33.2,12.6,18.2,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,14.9,10.4,27.9,NA,44.3,NA,2.5,NA,39.4,11.7,16.9,30.6,21.9,4.4,24.7,NA,5.2,0,NA,98.8,0,0.1,0.1,0.1,0.2,0.2,NA,0,0,59,0.2,0.1,0,0.2,0,32,5.1,0.7,4.7,8.6,11.9,5.7,9.7,1.8,1.6,1.6,4,7.9,14.7
E14000534,Arundel and South Downs,ENG,SE,Con,Con,Con,Con,hold,LDem,39.7,36.7,35566,9722,13045,0,2519,0,0,0,0,0,0,0,0,556,0,0,75.1,75.8,73.1,72.2,57.9,21.2,57.9,15.8,21.2,0,4.1,0,0,0,0,0,0,0,0,0.9,0,0,-4.5,-6.9,13.3,0,-0.1,0,0,-2.8,0,0,0,0,0,NA,NA,NA,Con,Lab,62.4,22.7,7.9,4.2,NA,NA,2.8,NA,NA,NA,NA,NA,NA,60.8,11.2,7.2,6.4,NA,NA,14.4,NA,50.7,9.3,17,30.1,23.8,4.6,17.9,18.8,5.5,0,15.9,97.8,1,0.2,0,0.1,0.2,0.4,0.2,0,0.1,65.5,0.3,0.1,0.2,0.3,0,25,2,0.1,7.2,8.3,14.9,4.7,4.8,4,4.9,2.1,8,10.3,11.5
E14000535,Ashfield,ENG,EM,Lab,Lab,Lab,Con,gain,Ind,0.9,11.7,19231,11971,1105,2501,674,0,0,0,0,0,0,0,0,13498,0,0,62.6,64,61.5,62.3,39.3,NA,39.3,24.4,2.3,5.1,1.4,0,0,0,0,0,0,0,0,27.6,0,0,-2.4,-18.2,0.4,5.1,0.6,0,0,-3.8,0,0,0,0,0,NA,NA,NA,Lab,Con,41.7,42.6,1.9,0.8,NA,NA,3.8,NA,NA,NA,NA,NA,9.2,22.4,41,14.8,NA,NA,NA,21.4,0.3,70.6,13.9,20,27.5,17.5,3.2,32.3,6.1,5.4,0,31.6,98,0.8,0.3,0.1,0.1,0.2,0.2,0.3,0,0.1,58.2,0.2,0.2,0,0.3,0.2,33.8,0.3,0.4,17.6,9.4,19.3,5.9,4.5,1.7,1.4,1,3.5,7.5,13.3
E14000536,Ashford,ENG,SE,Con,Con,Con,Con,hold,Lab,29.2,40,37270,13241,6048,0,2638,0,0,0,0,0,0,0,0,862,0,0,67.1,68.5,67.3,67.9,62.1,22,62.1,22,10.1,0,4.4,0,0,0,0,0,0,0,0,1.4,0,0,3.1,-7.8,4.9,0,2.1,0,0,-3.7,0,0,0,0,0,NA,NA,NA,Con,Lab,59,29.8,5.2,2.3,NA,NA,3.7,NA,NA,NA,NA,NA,NA,52.5,18.4,6,4.3,NA,NA,18.8,NA,59.7,13.4,20.2,26.1,16.7,6.3,21.3,13.1,6.2,0,20.9,93.5,1.5,0.8,0.1,0.2,0.4,2,1.2,0.1,0.3,62.7,0.7,1.1,0.1,0.9,0.1,26.4,1.6,0.1,8.7,10.3,17.2,5.4,5.2,3,3.4,1.1,6,8.6,12.6
E14000537,Ashton-Under-Lyne,ENG,NW,Lab,Lab,Lab,Lab,hold,Con,28.4,11.1,14281,18544,1395,3151,1208,0,0,0,0,0,0,0,0,0,0,0,56.3,60.5,57.5,56.9,48.1,37,37,48.1,3.6,8.2,3.1,0,0,0,0,0,0,0,0,0,0,0,5,-12.3,2,8.2,1.8,0,0,-4.7,0,0,0,0,0,NA,NA,NA,Lab,Con,32,60.4,1.6,1.3,NA,NA,4.7,NA,NA,NA,NA,NA,NA,22.1,49.8,2.4,3.9,NA,NA,21.8,NA,63.5,15.7,20.4,26.1,15.6,5,29.6,7.9,7,0,32.4,87.4,1.7,3,4.4,1.2,0.5,0.5,1.1,0.1,0.2,65,0.3,2.7,0,5.9,0,20.1,0.1,0,12.5,8.5,18.9,5.8,4.8,2.2,4.3,1.7,4.8,7.8,12.3
E14000538,Aylesbury,ENG,SE,Con,Con,Con,Con,hold,Lab,25,28.7,32737,15364,10081,0,2394,0,0,0,0,0,0,0,0,0,0,0,69.9,71.2,68.7,68.2,54,25.4,54,25.4,16.6,0,4,0,0,0,0,0,0,0,0,0,0,0,-1,-4.6,7,0,1.9,0,0,-2.2,0,0,0,0,0,NA,NA,NA,Con,Lab,55,30,9.6,2.1,NA,NA,2.2,NA,NA,NA,NA,NA,1.1,50.7,15.1,10.6,3.9,NA,NA,19.7,NA,52.1,14,22.7,25.7,14.3,7.9,18.1,17.8,6,0,18.1,85.8,2.7,1.4,4.8,0.1,0.4,1.6,2.6,0.2,0.3,59.1,0.4,1.1,0.2,5.8,0.2,25.9,0.6,0,7.9,7.5,16.3,4.7,4.3,5.2,3.9,1.4,6.8,8.9,12.7
S14000006,"Ayr, Carrick and Cumnock",SCO,SCO,Lab,SNP,Con,SNP,gain,Con,6,5,17943,6219,2158,0,0,20272,0,0,0,0,0,0,0,0,0,0,64.7,64.9,71.5,62.6,43.5,38.5,38.5,13.3,4.6,0,0,43.5,0,0,0,0,0,0,0,0,0,0,-1.6,-10.6,2.7,0,0,9.4,0,0,0,0,0,0,0,0,0,0,Con,SNP,40.1,23.9,1.9,NA,34.1,NA,NA,NA,NA,NA,NA,NA,NA,19.8,27.3,1.6,NA,48.8,NA,2.5,NA,43,13.2,17.7,29.3,20.6,2.6,32.9,NA,6.7,0.1,NA,98.9,0,0.2,0.1,0,0.2,0.1,NA,0,0,57,0.1,0.1,0,0.2,0.1,34.8,3.3,1.4,8.6,7.8,15.8,5.5,7.2,1.4,2,1,3.1,7.5,18.9
E14000539,Banbury,ENG,SE,Con,Con,Con,Con,hold,Lab,20.1,26.7,34148,17335,8831,0,2607,0,0,0,0,0,0,0,0,0,0,0,69.8,73.4,67.1,64.7,54.3,27.6,54.3,27.6,14,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0.1,-6.5,8.4,0,2.1,0,0,-2.6,0,0,0,0,0,NA,NA,NA,Con,Lab,54.2,34.1,5.6,2,NA,NA,2.6,NA,NA,NA,NA,NA,1.5,53,21.3,5.9,4.6,NA,NA,13.9,1.3,50.5,14.5,22.4,25.5,14.4,9.3,19.7,16.7,5.8,0.1,18.8,92.4,1.8,1,1.9,0.1,0.4,0.8,1.4,0.1,0.2,63.5,0.4,0.3,0.1,2.3,0.3,25.7,1.2,0,12.4,7.1,18.2,4.7,4.3,4.6,2.6,1.1,6.5,9.5,10.1
S14000007,Banff and Buchan,SCO,SCO,SNP,SNP,Con,Con,hold,SNP,8.9,9.7,21182,1734,2280,0,0,17064,0,0,0,0,0,0,0,0,0,0,63.4,61.6,66.5,59.8,50.1,40.4,50.1,4.1,5.4,0,0,40.4,0,0,0,0,0,0,0,0,0,0,2.1,-5.4,1.9,0,0,1.3,0,0,0,0,0,0,0,0,0,0,Con,SNP,48,9.5,3.5,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,28.8,5.8,5.1,NA,60.2,NA,NA,NA,54,13.8,19.7,28.6,17.8,9.1,31.3,NA,5.6,0,NA,99,0,0.1,0.1,0,0.2,0.2,NA,0,0,48.8,0.1,0.1,0,0.2,0,42.4,6.7,5.7,14.4,9.2,14.8,5.2,5.1,1,1,0.7,5.2,6.9,11.8
E14000540,Barking,ENG,LDN,Lab,Lab,Lab,Lab,hold,Con,45.3,34.7,11792,27219,1482,3186,820,0,0,0,0,0,0,0,0,0,0,0,57.1,61.9,58.1,61.4,61.2,26.5,26.5,61.2,3.3,7.2,1.8,0,0,0,0,0,0,0,0,0,0,0,4,-6.6,2,7.2,0.3,0,0,-6.4,0,0,0,0,0,NA,NA,NA,Lab,Con,22.5,67.8,1.3,1.5,NA,NA,6.4,NA,NA,NA,NA,NA,0.6,16.3,57.7,1.3,2,NA,NA,22.2,0.4,60.3,18.1,24.3,18.9,9.2,15.2,27.2,14.4,12,0.5,36.9,55,4.4,4.5,5.5,5,0.7,3,20.2,0.6,1.1,53.5,0.5,2.7,0.2,16.7,1.7,18.2,0.1,0,4.3,10.4,15.3,8.4,6.2,3.3,4.7,1.5,4.4,8.8,13.8
E14000541,Barnsley Central,ENG,YH,Lab,Lab,Lab,Lab,hold,Brex,39.8,9.7,7892,14804,1176,11233,900,0,0,0,0,0,0,0,0,188,0,710,56.5,60.9,56.7,56.5,40.1,30.4,21.4,40.1,3.2,30.4,2.4,0,0,0,0,0,0,0,0,0.5,0,1.9,-2.7,-23.8,1.8,30.4,0.9,0,0,-8.5,0,0,0,0,0,NA,NA,NA,Lab,Con,24.1,63.9,1.4,1.5,NA,NA,8.5,NA,NA,NA,NA,NA,0.5,15,55.7,2.1,2.6,NA,NA,21.7,2.9,68.4,15.2,20.3,27,16.7,4.2,31.9,8.1,6,0.1,32.8,97.3,0.7,0.3,0.1,0,0.3,0.3,0.7,0.1,0.2,67.7,0.2,0.1,0,0.7,0.1,24.4,0.2,0.4,13,10.1,17.6,5.2,4.8,1.9,2.1,1.2,3.7,8.9,14.3
E14000542,Barnsley East,ENG,YH,Lab,Lab,Lab,Lab,hold,Brex,32.5,8.5,10377,14329,1330,11112,922,0,0,0,0,0,0,0,0,0,0,0,54.8,58.9,55.7,56.1,37.6,29.2,27.3,37.6,3.5,29.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0.3,-21.9,1.7,29.2,2.4,0,0,-8,0,0,0,0,0,0,0,0,Lab,Con,27,59.5,1.8,NA,NA,NA,8,NA,NA,NA,NA,NA,3.7,14.6,54.7,3.1,NA,NA,NA,23.5,4,70.8,14.8,19.8,26.5,17.4,2.8,34.2,6.5,5.6,0,34.7,98.1,0.7,0.1,0.1,0,0.1,0.2,0.5,0,0.1,68.7,0.1,0.1,0,0.2,0.1,24.3,0.3,0.4,12.5,11.5,18.3,5.2,4.5,2,2.2,1,3.1,8.4,13.8
E14000543,Barrow and Furness,ENG,NW,Lab,Lab,Lab,Con,gain,Lab,0.5,12.6,23876,18087,2025,1355,703,0,0,0,0,0,0,0,0,0,0,0,65.6,68.5,63.3,64.2,51.9,39.3,51.9,39.3,4.4,2.9,1.5,0,0,0,0,0,0,0,0,0,0,0,4.9,-8.2,1.7,2.9,0.7,0,0,-2,0,0,0,0,0,0,0,0,Lab,Con,47,47.5,2.7,0.8,NA,NA,2,NA,NA,NA,NA,NA,NA,40.5,42.3,2.7,2.5,NA,NA,11.7,0.3,56.8,13.1,18.7,28.6,19.7,2.2,24,10.7,5.2,0,28.9,98.4,0.5,0.2,0.1,0.1,0.2,0.3,0.1,0,0.1,70.2,0.4,0.1,0,0.2,0,22.1,0.9,0.6,19.5,7.7,14.6,3.9,6.7,1.8,1.6,0.8,3.6,8.4,14.1
E14000544,Basildon and Billericay,ENG,EAST,Con,Con,Con,Con,hold,Lab,29.9,46.3,29590,9178,3741,0,1395,0,0,0,0,0,0,0,0,0,0,224,63.1,65,62.9,63.5,67.1,20.8,67.1,20.8,8.5,0,3.2,0,0,0,0,0,0,0,0,0,0,0.5,6.1,-10.3,5.1,0,3.2,0,0,-4.5,0,0,0,0,0,0,0,0,Con,Lab,61,31.1,3.4,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,52.7,23.7,3.8,NA,NA,NA,19.8,NA,66.9,13.9,20.9,25.3,16.8,4.1,25.8,10.9,5.7,0,25.6,92.7,1.7,1.3,0.2,0.2,0.3,0.8,2.6,0.1,0.2,61,0.3,0.7,0.3,0.9,0.1,29.3,0.2,0,8,10.6,15.6,5.8,4.1,3.5,10.6,1.3,6.2,8.4,10.7
E14000545,Basingstoke,ENG,SE,Con,Con,Con,Con,hold,Lab,16.9,25.9,29593,15395,6841,0,2138,0,0,0,0,0,0,0,0,746,0,0,66,68.3,66.6,67.1,54.1,28.1,54.1,28.1,12.5,0,3.9,0,0,0,0,0,0,0,0,1.4,0,0,1.4,-7.7,6.4,0,1.9,0,0,-3,0,0,0,0,0,0,0,0,Con,Lab,52.7,35.8,6.1,2,NA,NA,3,NA,NA,NA,NA,NA,0.4,48.6,27.7,7.4,NA,NA,NA,15.6,0.7,53.6,15.9,24.1,24.2,12.5,8.8,17.7,16.5,5.7,0,18.5,90.4,2.1,2.1,0.3,0.3,1,1.9,1.6,0.1,0.3,56.4,0.7,1.8,0.1,1.2,0.3,32.1,0.2,0.1,9.2,7.3,18.6,4.7,4.5,9.7,5.4,1,6.1,6.8,10
E14000546,Bassetlaw,ENG,EM,Lab,Lab,Lab,Con,gain,Lab,9.3,27.6,28078,14065,3332,5366,0,0,0,0,0,0,0,0,0,0,0,0,63.5,66.5,63.6,64.8,55.2,27.7,55.2,27.7,6.6,10.6,0,0,0,0,0,0,0,0,0,0,0,0,11.9,-24.9,4.4,10.6,0,0,0,0,0,0,0,0,0,0,0,0,Lab,Con,43.3,52.6,2.2,NA,NA,NA,0,NA,NA,NA,NA,NA,1.9,30.7,48.6,2.7,2,NA,NA,16,NA,68.3,13.2,19.2,28.4,18.5,5.3,28.8,9,5.8,0,27.4,97.4,0.9,0.4,0.2,0.1,0.2,0.3,0.4,0.1,0.1,70.8,0.2,0.2,0,0.5,0.1,21,1.4,0.9,13.3,8.4,19.1,5.6,4.9,1.7,1.8,1.1,3.4,8.4,14.9
E14000547,Bath,ENG,SW,LDem,Con,LDem,LDem,hold,Con,11.5,23.6,16097,6639,28419,642,0,0,0,0,0,0,0,0,0,341,0,0,77,74.3,77.5,71.8,54.5,30.9,30.9,12.7,54.5,1.2,0,0,0,0,0,0,0,0,0,0.7,0,0,-4.9,-2,7.2,1.2,-2.3,0,0,0,0,0,0,0,0,0,0,0,LDem,Con,35.8,14.7,47.3,2.3,NA,NA,0,NA,NA,NA,NA,NA,NA,37.8,13.2,29.7,11.9,NA,NA,6.2,1.2,31.7,25.8,18.7,22.5,15.9,10.1,13.9,28.9,22.4,4.7,18.9,91.7,2.3,1,0.1,0.2,1.9,1,1.2,0.4,0.3,51.2,0.8,0.5,0.2,1.1,0.1,36.9,0.2,0.1,4.4,5.2,14.1,2.6,8.7,6.5,3,1.5,8.9,14.9,13.2
E14000548,Batley and Spen,ENG,YH,Lab,Lab,Lab,Lab,hold,Con,16.7,6.7,19069,22594,2462,1678,692,0,0,0,0,0,0,0,0,6432,0,0,66.5,67.1,64.4,66.6,42.7,36,36,42.7,4.7,3.2,1.3,0,0,0,0,0,0,0,0,12.2,0,0,-2.8,-12.8,2.4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Lab,Con,38.8,55.5,2.3,1.3,NA,NA,0,NA,NA,NA,NA,NA,2.1,31.2,43.2,4.7,2.4,NA,NA,18,0.3,60.4,15.7,21.1,24.7,14.7,2.9,28.6,10.6,6.7,0,28.7,77.8,1.3,9.9,9.6,0.1,0.2,0.5,0.4,0.1,0.2,53.6,0.2,0.4,0,18.8,0.3,20.5,0.2,0.1,17.3,7.6,18.3,5.5,4.4,2.5,4.2,0.9,4.5,9,11.2
