ONS.ID,Constituency,Nation,Region,2010.winner,2015.winner,2017.winner,2019.winner,Result.,Runner.up,Majority.2017,Majority.simple,Con.2019,Lab.2019,LDem.2019,Brex.2019,Grn.2019,SNP.2019,PC.2019,UKIP.2019,DUP.2019,SF.2019,SDLP.2019,UUP.2019,Alli.2019,Ind.2019,Oth...Ind,Oth...Ind.1,Turnout.2019,Turnout.2017,Turnout.2015,Turnout.2010,Winner.pct.2019,Runner.up.pct.2019,Con.pct.2019,Lab.pct.2019,LDem.pct.2019,Brex.pct.2019,Grn.pct.2019,SNP.pct.2019,PC.pct.2019,UKIP.pct.2019,DUP.pct.2019,SF.pct.2019,SDLP.pct.2019,UUP.pct.2019,Alli.pct.2019,Ind.pct.2019,Oth...Ind.2,Oth...Ind.3,Con.pct.change.2019,Lab.pct.change.2019,LDem.pct.change.2019,Brex.pct.change.2019,Grn.pct.change.2019,SNP.pct.change.2019,PC.pct.change.2019,UKIP.pct.change.2019,DUP.pct.change.2019,SF.pct.change.2019,SDLP.pct.change.2019,UUP.pct.change.2019,Alli.pct.change.2019,Ind.pct.change.2019,Oth...Ind.4,Oth...Ind.5,1st.place.2017,2nd.place.2017,Con.2017,Lab.2017,LDem.2017,Grn.2017,SNP.2017,PC.2017,UKIP.2017,DUP.2017,SF.2017,SDLP.2017,UUP.2017,Alli.2017,Oth.2017,Con.2015,Lab.2015,LDem.2015,Grn.2015,SNP.2015,PC.2015,UKIP.2015,Oth.2015,leave.vote.pct.2016,pct.18.29,pct.30.44 ,pct.45.64 ,pct.65plus ,born.in.EU.pct ,no.qualifications.pct ,with.degree.pct ,fulltime.students.pct ,student.households.pct ,pct.hhs.2plus.deprivational.indicators ,White.pct ,Mixed.pct ,Indian.pct ,Pakistani.pct ,Bangladeshi.pct ,Chinese.pct ,Other Asian.pct ,Black.pct ,Arab.pct ,Other.pct ,Christian.pct ,Buddhist.pct ,Hindu.pct ,Jewish.pct ,Muslim.pct ,Sikh.pct ,No.religion.pct ,pct.agriculture ,pct.mining ,pct.manufacturing,pct.construction ,pct.wholesale ,pct.transport ,pct.accommodation ,pct.communication ,pct.finance ,pct.real.estate ,pct.professionals ,pct.education ,pct.social work
E14000815,Mid Dorset and North Poole,ENG,SW,LDem,Con,Con,Con,hold,LDem,31.7,30.4,29548,3402,14650,0,1330,0,0,0,0,0,0,0,0,0,0,0,74.8,74.2,67.5,64.4,60.4,29.9,60.4,7,29.9,0,2.7,0,0,0,0,0,0,0,0,0,0,0,1.2,-6.3,2.4,0,2.7,0,0,0,0,0,0,0,0,0,0,0,Con,LD,59.2,13.3,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8,6,28.2,2.8,NA,NA,12.2,NA,57.9,11.3,16.9,29.8,21.6,4.1,18.9,13.7,6.1,0,18,98,0.9,0.2,0.1,0.1,0.3,0.3,0.1,0,0.1,63.7,0.2,0.1,0.1,0.3,0,27.5,0.5,0.2,11.3,8.7,16.1,3.6,4.6,3,5.4,1.6,5.7,10.3,12.2
E14000816,Mid Norfolk,ENG,EAST,Con,Con,Con,Con,hold,Lab,28.9,40.2,35051,12457,7739,0,0,0,0,0,0,0,0,0,0,939,0,0,68.5,69.6,67.8,68.4,62.4,22.2,62.4,22.2,13.8,0,0,0,0,0,0,0,0,0,0,1.7,0,0,3.4,-7.9,8.7,0,-2.1,0,0,-3.8,0,0,0,0,0,0,0,0,Con,Lab,59,30.1,5.1,2.1,NA,NA,3.8,NA,NA,NA,NA,NA,NA,52.1,18.4,6.3,4.2,NA,NA,19,NA,60.6,12.2,17.9,27.4,22.2,6.1,26.3,10.4,5.4,0,22.7,97.8,1,0.2,0,0.1,0.2,0.2,0.4,0,0.1,63.8,0.2,0.1,0.1,0.3,0,27.3,4,0.2,10.5,9,16.8,4.2,4.3,1.9,3.7,1.4,5,9.5,12.9
E14000817,Mid Sussex,ENG,SE,Con,Con,Con,Con,hold,LDem,31.9,29,33455,11218,15258,0,2234,0,0,0,0,0,0,0,0,0,0,550,73.7,73.2,72.3,72.4,53.3,24.3,53.3,17.9,24.3,0,3.6,0,0,0,0,0,0,0,0,0,0,0.9,-3.6,-7.1,11.6,0,1.1,0,0,-2,0,0,0,0,0,0,0,0,Con,Lab,56.9,25,12.7,2.5,NA,NA,2,NA,NA,NA,NA,NA,0.8,56.1,13.9,11.5,4.3,NA,NA,12,2.2,46.7,12.5,20.9,27.2,17.7,6.7,14.6,19.5,5.8,0,14.9,94.6,1.4,1.2,0.1,0.4,0.4,1.1,0.6,0.1,0.2,62.3,0.4,0.7,0.2,0.9,0.1,26.7,0.5,0.1,5.7,7.5,13.5,6.1,4.4,5.1,8.2,1.3,7.7,9.7,13.6
N06000010,Mid Ulster,NI,NI,,,SF,SF,hold,DUP,NA,NA,0,0,0,0,0,0,0,0,10936,20473,6384,2611,3526,690,0,0,63.3,68.2,NA,NA,45.9,NA,0,0,0,0,0,0,0,0,24.5,45.9,14.3,5.9,7.9,1.5,0,0,0,0,0,0,0,0,0,0,-2.4,-8.6,4.5,-0.6,5.6,0,0,0,SF,DUP,NA,NA,NA,NA,NA,NA,NA,26.9,54.5,9.8,6.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E14000818,Mid Worcestershire,ENG,WM,Con,Con,Con,Con,hold,Lab,42.4,49.9,37426,9408,6474,0,2177,0,0,0,0,0,0,0,0,0,0,638,71.7,72.4,71.5,70.6,66.7,16.8,66.7,16.8,11.5,0,3.9,0,0,0,0,0,0,0,0,0,0,1.1,1.4,-6.1,5.2,0,1.4,0,0,-3,0,0,0,0,0,0,0,0,Con,Lab,65.3,22.9,6.3,2.5,NA,NA,3,NA,NA,NA,NA,NA,NA,57,14.5,7.2,3.7,NA,NA,17.7,NA,58.9,11.8,18.7,29.2,20.5,6.8,22.7,14.8,5.7,0,20.9,97.6,0.9,0.5,0.1,0.1,0.2,0.3,0.2,0,0.1,71.6,0.2,0.1,0.1,0.4,0.2,20.2,2.4,0.1,12.7,7.8,17.9,4.2,5,2.9,2.7,1.5,6.6,8.8,10.9
E14000819,Middlesbrough,ENG,NE,Lab,Lab,Lab,Lab,hold,Con,39,36.1,8812,17202,816,216,546,0,0,0,0,0,0,0,0,4548,0,0,52.9,58.4,52.9,51.4,53.5,27.4,27.4,53.5,2.5,0.7,1.7,0,0,0,0,0,0,0,0,14.2,0,0,0.7,-12.2,1.5,0.7,1,0,0,-4.1,0,0,0,0,0,0,0,0,Lab,Con,26.7,65.7,1,0.7,NA,NA,4.1,NA,NA,NA,NA,NA,1.8,16.5,56.8,3.7,4.3,NA,NA,18.7,NA,64.9,20.9,18.6,23.2,13.9,4.6,31.7,9.7,13.6,1.8,35.4,84.4,2,1.3,6.9,0.2,0.9,1.3,1.6,1,0.5,59.4,0.3,0.5,0,9.8,0.5,23,0.2,0.5,8,8.4,17.2,6.2,7.7,2.3,2.4,1.2,3.6,9.6,16.3
E14000820,Middlesbrough South and East Cleveland,ENG,NE,Lab,Lab,Con,Con,hold,Lab,2.1,24.3,28135,16509,1953,0,1220,0,0,0,0,0,0,0,0,0,0,0,66.1,65.8,64.2,63.6,58.8,34.5,58.8,34.5,4.1,0,2.6,0,0,0,0,0,0,0,0,0,0,0,9.2,-13,1.3,0,2.6,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,49.6,47.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,42,3.4,2.3,NA,NA,15.2,NA,65,13.7,18,28.8,18.6,1.9,26.3,11.3,6.5,0,27.5,97.5,0.8,0.3,0.4,0.1,0.2,0.2,0.3,0.1,0.1,70.8,0.2,0.1,0,0.7,0.1,21.4,0.5,2.1,9.5,8.6,15,4.4,5.4,2,2.2,1.3,5.1,10.7,16.5
S14000045,Midlothian,SCO,SCO,Lab,SNP,Lab,SNP,gain,Lab,2,11.8,10467,14328,3393,0,0,20033,0,0,0,0,0,0,0,0,0,0,68.4,66.3,71.2,63.9,41.5,29.7,21.7,29.7,7,0,0,41.5,0,0,0,0,0,0,0,0,0,0,-3.7,-6.7,3.2,0,0,7.1,0,0,0,0,0,0,0,0,0,0,Lab,SNP,25.4,36.4,3.8,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,11.9,30.2,2.3,2.5,50.6,NA,2.4,NA,37.9,13.6,19.8,28.7,16.7,3.5,28.6,NA,6,0,NA,98.2,NA,0.2,0.5,0.1,0.2,0.2,NA,0.1,0.1,47.5,0.1,0.1,0,0.6,0,45.2,0.9,0.3,5.3,9.3,15.4,5.2,4.7,2,7.8,1.1,5,8,15.8
E14000821,Milton Keynes North,ENG,SE,Con,Con,Con,Con,hold,Lab,3.1,10,30938,24683,4991,0,1931,0,0,0,0,0,0,0,0,0,0,0,68.3,71.7,68,62.8,49.5,39.5,49.5,39.5,8,0,3.1,0,0,0,0,0,0,0,0,0,0,0,2,-4.9,4.1,0,1.4,0,0,-2.2,0,0,0,0,0,0,0,0,Con,Lab,47.5,44.4,3.9,1.7,NA,NA,2.2,NA,NA,NA,NA,NA,0.3,47.2,30.3,6.2,3.9,NA,NA,11.9,0.5,49.8,16.6,23.6,24.8,11.2,11.3,16.9,19.1,7,0.1,20.5,80,3.1,2.8,1.9,0.5,1,3,7.3,0.2,0.4,52.9,0.5,2.8,0.2,5.1,0.5,31,0.3,0.1,8,5.6,20.6,6.6,4.8,6.4,5,1.2,6.7,10.5,8.9
E14000822,Milton Keynes South,ENG,SE,Con,Con,Con,Con,hold,Lab,2.6,10.8,32011,25067,4688,0,1495,0,0,0,0,0,0,0,0,539,0,207,66.4,69.8,67,61.1,50,39.2,50,39.2,7.3,0,2.3,0,0,0,0,0,0,0,0,0.8,0,0.3,2.5,-5.7,4.4,0,0.5,0,0,-2.8,0,0,0,0,0,0,0,0,Con,Lab,47.5,44.9,2.9,1.8,NA,NA,2.8,NA,NA,NA,NA,NA,NA,46.8,32.1,3.9,3.3,NA,NA,13.2,0.6,53,14.6,24.2,24.4,10.8,9.4,19.1,17.1,6.7,0,21.7,80.1,3.5,3.7,1.2,1.1,1.2,2,6.5,0.3,0.4,52.7,0.5,2.7,0.2,4.5,0.6,31.7,0.1,0,8,5.9,20.7,6.5,4.2,6.5,5.5,1.2,6.5,10.5,9.8
E14000823,Mitcham and Morden,ENG,LDN,Lab,Lab,Lab,Lab,hold,Con,44.5,15.3,11482,27978,3717,1202,1160,0,0,0,0,0,0,0,0,0,0,216,65.3,70,65.9,66.4,61.1,25.1,25.1,61.1,8.1,2.6,2.5,0,0,0,0,0,0,0,0,0,0,0.5,0.9,-7.6,5,2.6,1.2,0,0,-2.2,0,0,0,0,0,0,0,0,Lab,Con,24.2,68.7,3.1,1.3,NA,NA,2.2,NA,NA,NA,NA,NA,0.5,23.2,60.7,3.1,3.2,NA,NA,9.5,0.5,49.1,18.8,25.1,21.8,10.8,21.9,20.1,19.4,11.1,0.4,27.7,53.7,5.2,4.4,4.9,1.4,1.1,9.9,17.4,0.7,1.3,55.8,0.8,8.1,0.1,10.7,0.2,17.1,0,0.1,3.2,9.4,16.3,6.3,6.6,4.6,4,1.6,6.4,8.5,13.4
E14000824,Mole Valley,ENG,SE,Con,Con,Con,Con,hold,LDem,42.6,21.1,31656,2965,19615,0,1874,0,0,464,0,0,0,0,0,536,0,0,76.5,76.1,74.2,74.8,55.4,34.3,55.4,5.2,34.3,0,3.3,0,0,0.8,0,0,0,0,0,0.9,0,0,-6.5,-8.7,15,0,0.7,0,0,-1.6,0,0,0,0,0,0,0,0,Con,LD,61.9,13.9,19.3,2.6,NA,NA,2.4,NA,NA,NA,NA,NA,NA,60.6,8.3,14.5,5.4,NA,NA,11.2,NA,47.6,10.2,18.5,29.5,20.6,6.5,15.6,25.3,6,0,14.9,95.6,1.4,0.7,0.2,0.2,0.4,0.8,0.4,0.2,0.2,64.9,0.4,0.5,0.2,0.7,0.1,24.8,0.8,0.4,5.2,8.3,12.8,3.9,4.5,6.1,6.3,2.3,11.9,10.3,9.8
W07000054,Monmouth,WAL,WAL,Con,Con,Con,Con,hold,Lab,16.5,19.9,26160,16178,4909,0,1353,0,1182,0,0,0,0,0,0,435,0,0,74.8,76.6,72.3,74.1,52.1,32.2,52.1,32.2,9.8,0,2.7,0,2.4,0,0,0,0,0,0,0.9,0,0,-1,-4.4,5.6,0,0.8,0,-0.3,-1.5,0,0,0,0,0,0,0,0,Con,Lab,53.1,36.6,4.2,1.9,NA,2.7,1.5,NA,NA,NA,NA,NA,NA,49.9,26.8,5.3,3.4,NA,3.9,10.5,0.2,47.8,10.8,16.8,30.1,22.2,3.5,21,19.9,6.4,0,22,97.9,0.7,0.3,0.1,0.1,0.2,0.5,0.2,0.1,0.1,62.6,0.3,0.2,0.1,0.3,0.1,28.2,3,0.1,9.1,7.9,15.2,3.1,5.5,3,3.1,1.7,6.4,10.7,13.8
W07000063,Montgomeryshire,WAL,WAL,Con,Con,Con,Con,hold,LDem,26.6,35.5,20020,5585,7882,0,0,0,0,0,0,0,0,0,0,727,0,0,69.8,68.7,69.6,69.4,58.5,23,58.5,16.3,23,0,0,0,0,0,0,0,0,0,0,2.1,0,0,6.7,0.4,-2.2,0,-1.5,0,-5.6,0,0,0,0,0,0,0,0,0,Con,LD,51.8,15.9,25.2,1.5,NA,5.6,NA,NA,NA,NA,NA,NA,NA,45,5.6,29.3,3.7,NA,5.2,11.2,NA,56,11.7,17,29.3,21.4,4.1,25.2,12.7,5.6,0,24.2,98.9,0.5,0.1,0,0.1,0.1,0.2,0.1,0,0.1,61.9,0.3,0.1,0.1,0.2,0,28,8.7,0.2,11.4,9.4,17.1,3.9,5.8,1.8,1.3,1.2,4.6,9.3,12
S14000046,Moray,SCO,SCO,SNP,SNP,Con,Con,hold,SNP,8.8,1.1,22112,2432,2269,0,0,21599,0,413,0,0,0,0,0,0,0,0,68.7,67.4,68.7,62.2,45.3,44.2,45.3,5,4.6,0,0,44.2,0,0.8,0,0,0,0,0,0,0,0,-2.3,-5.9,2.3,0,0,5.4,0,0.8,0,0,0,0,0,0,0,0,Con,SNP,47.6,10.9,2.3,NA,38.8,NA,NA,NA,NA,NA,NA,NA,0.4,31.1,9.9,2.8,2.7,49.5,NA,3.9,NA,49.9,13.4,19.1,28.1,18.5,6,26.7,NA,5.4,0,NA,98.9,NA,0.1,0.2,0,0.2,0.2,NA,0,0,49.9,0.2,0,0.1,0.3,0,41.2,3.9,2.9,11.4,9.1,14.8,4.2,6,1.1,1.2,1.1,3.5,7.9,12.7
E14000825,Morecambe and Lunesdale,ENG,NW,Con,Con,Con,Con,hold,Lab,3.1,14,23925,17571,2328,0,938,0,0,0,0,0,0,0,0,548,0,0,67.2,68.3,65,62.3,52.8,38.8,52.8,38.8,5.1,0,2.1,0,0,0,0,0,0,0,0,1.2,0,0,5.1,-5.8,1.4,0,1.1,0,0,-2.9,0,0,0,0,0,0,0,0,Con,Lab,47.7,44.6,3.7,1,NA,NA,2.9,NA,NA,NA,NA,NA,NA,45.5,34.9,3.7,3.2,NA,NA,12.4,0.2,58.9,12.6,18,27.5,21.4,5.5,24.5,12,6.3,0.2,26.3,98,0.8,0.2,0.1,0.1,0.3,0.2,0.3,0.1,0.1,70.4,0.3,0.1,0.1,0.4,0,21.4,1.1,0.3,6.6,8.1,16.3,5.7,6.6,2.1,2.2,0.9,3.6,11.3,15.9
E14000826,Morley and Outwood,ENG,YH,Lab,Con,Con,Con,hold,Lab,4,21.7,29424,18157,2285,0,1107,0,0,0,0,0,0,0,0,0,0,957,65.9,68.4,63.3,65.8,56.7,35,56.7,35,4.4,0,2.1,0,0,0,0,0,0,0,0,0,0,1.8,6,-11.7,1.8,0,2.1,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,50.7,46.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,38,3,2.6,NA,NA,16.5,1,59.8,14,22.4,27.3,15.3,3.1,24.2,13.1,5.5,0,23.2,95.4,1.2,1.2,0.5,0,0.4,0.3,0.6,0.1,0.2,63.2,0.2,0.6,0.1,0.9,0.6,27.7,0.2,0.1,10.3,9.2,18.5,4.9,3.8,3.5,6.6,1,5.4,8.6,11.7
S14000047,Motherwell and Wishaw,SCO,SCO,Lab,SNP,SNP,SNP,hold,Lab,0.7,14.1,7150,14354,1675,0,0,20622,0,619,0,0,0,0,0,0,0,0,64.5,61.5,68.6,58.5,46.4,32.3,16.1,32.3,3.8,0,0,46.4,0,1.4,0,0,0,0,0,0,0,0,-4.1,-5.5,1.6,0,0,7.9,0,0.1,0,0,0,0,0,0,0,0,SNP,Lab,20.2,37.8,2.2,NA,38.5,NA,1.3,NA,NA,NA,NA,NA,NA,7.7,31.9,1.2,NA,56.5,NA,2.7,NA,37,15.8,21.1,26.2,15.6,3.5,33.2,NA,6.6,0,NA,97.5,NA,0.3,1.2,0,0.3,0.2,NA,0,0,68.5,0.1,0.1,0,1.3,0.1,23.9,0.4,0.3,9.9,8.8,16.7,6.7,4.1,2.5,4.8,1,3,6.9,15.7
S14000027,Na h-Eileanan An Iar,SCO,SCO,SNP,SNP,SNP,SNP,hold,Lab,6.8,16.8,3216,4093,637,0,0,6531,0,0,0,0,0,0,0,0,0,0,68.6,69.6,73.3,66.1,45.1,28.3,22.2,28.3,4.4,0,0,45.1,0,0,0,0,0,0,0,0,0,0,5.7,-5.5,2.7,0,0,4.5,0,0,0,0,0,0,0,0,0,0,SNP,Lab,16.5,33.8,1.7,NA,40.6,NA,NA,NA,NA,NA,NA,NA,7.5,7.6,28.6,2.9,NA,54.3,NA,NA,6.6,44.8,10.8,18.3,30,21.5,2.4,30,NA,5,0.1,NA,99.1,NA,0.2,0.1,0,0,0.2,NA,0,0,73.9,0.1,0.1,0,0.2,0,18.1,4.8,1.7,5.3,11.4,11.5,7.5,6.2,2.4,0.9,0.9,3.6,9.9,17.9
W07000069,Neath,WAL,WAL,Lab,Lab,Lab,Lab,hold,Con,33,32.8,10283,15920,1485,3184,728,0,4495,0,0,0,0,0,0,594,0,67,65.2,68.5,66.2,64.9,43.3,28,28,43.3,4,8.7,2,0,12.2,0,0,0,0,0,0,1.6,0,0.2,4.3,-13.4,2.1,8.7,2,0,-1.7,-3.7,0,0,0,0,0,0,0,0,Lab,Con,23.7,56.7,1.9,NA,NA,13.9,3.7,NA,NA,NA,NA,NA,NA,15.3,43.8,3.2,3.2,NA,18.1,16.4,NA,54.2,13.8,18.9,28.2,18.9,1.7,29.1,10.5,6.3,0,34.3,98.5,0.6,0.2,0.1,0.1,0.2,0.2,0.1,0,0.1,58.5,0.2,0.1,0,0.3,0.1,33,0.4,1.1,12,8.7,14.3,4,4.3,1.8,3.1,1.3,3.4,9.6,15.5
E14000827,New Forest East,ENG,SE,Con,Con,Con,Con,hold,Lab,42.8,49.7,32769,7518,7390,0,2434,0,0,0,0,0,0,0,0,0,675,0,69,70.8,68,68.7,64.5,14.8,64.5,14.8,14.6,0,4.8,0,0,0,0,0,0,0,0,0,1.3,0,1.9,-5,-0.6,0,2.4,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,62.6,19.8,15.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,12.2,9.4,4.7,NA,NA,17.5,NA,59.5,12.1,18,29.1,21,4.1,20.2,13.2,5.2,0,18.8,97.4,0.9,0.3,0,0.2,0.2,0.3,0.5,0.1,0.2,63.5,0.2,0.2,0.1,0.3,0.1,27.5,0.8,0.2,9.4,8.7,14.8,5.6,6.1,3.1,3.6,1.4,6.8,9.1,12.5
E14000828,New Forest West,ENG,SE,Con,Con,Con,Con,hold,LDem,47.2,48.5,32113,6595,7710,0,3888,0,0,0,0,0,0,0,0,0,0,0,71,72.1,69.2,69.6,63.8,15.3,63.8,13.1,15.3,0,7.7,0,0,0,0,0,0,0,0,0,0,0,-3,-6.5,5.7,0,4.8,0,0,0,0,0,0,0,0,0,0,0,Con,Lab,66.8,19.6,9.6,2.9,NA,NA,NA,NA,NA,NA,NA,NA,1,59.9,10.8,6.9,5.8,NA,NA,16.5,NA,55.9,9.6,14.9,28.7,29.5,4.8,22.1,14.7,5.1,0,20.1,97.8,0.9,0.2,0,0.1,0.2,0.5,0.2,0,0.2,67.1,0.3,0.1,0.2,0.2,0,23.7,1.3,0.1,8.4,9.2,15.8,3.9,6.6,3.2,3.7,2.1,7,9.6,13.8
E14000829,Newark,ENG,EM,Con,Con,Con,Con,hold,Lab,33,39.8,34660,12844,5308,0,1950,0,0,0,0,0,0,0,0,0,0,0,72.2,72.9,70.9,71.4,63.3,23.5,63.3,23.5,9.7,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0.6,-6.2,4.6,0,3.6,0,0,-2.6,0,0,0,0,0,0,0,0,Con,Lab,62.7,29.7,5.1,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,57,21.7,4.6,3.4,NA,NA,12,1.2,55.8,12.1,19,29.2,19.3,6.3,22.2,15.6,6,0.1,20.3,96.9,1.2,0.4,0.3,0.1,0.2,0.2,0.6,0,0.1,66.8,0.2,0.2,0.1,0.6,0.1,24.4,2.1,0.3,11.1,8.4,16.6,4.3,5.2,3.5,2,1.3,5.9,9.6,11.8
E14000830,Newbury,ENG,SE,Con,Con,Con,Con,hold,LDem,40.1,26.7,34431,4404,18384,0,2454,0,0,0,0,0,0,0,0,325,0,0,72.2,73.4,72.5,70.2,57.4,30.6,57.4,7.3,30.6,0,4.1,0,0,0,0,0,0,0,0,0.5,0,0,-4.1,-6.8,9.2,0,1.6,0,0,0,0,0,0,0,0,0,0,0,Con,LD,61.5,14.1,21.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,61,8.4,15,4.1,NA,NA,10.8,0.6,47.5,12.7,21.7,27.3,15.2,6.9,17.4,20.6,5.6,0,16.5,95.6,1.3,1,0.3,0.1,0.4,0.5,0.6,0.1,0.1,63.7,0.3,0.7,0.1,0.7,0.1,26.8,1.1,0.2,8.4,7.4,15.8,3.5,4.7,11.2,2.9,1.7,8.3,9.4,7.9
E14000831,Newcastle Upon Tyne Central,ENG,NE,Lab,Lab,Lab,Lab,hold,Con,40.3,12.3,9290,21568,2709,2542,1365,0,0,0,0,0,0,0,0,0,0,0,64.8,67,57.5,56.5,57.6,24.8,24.8,57.6,7.2,6.8,3.6,0,0,0,0,0,0,0,0,0,0,0,0.2,-7.3,2.3,6.8,2,0,0,-4,0,0,0,0,0,0,0,0,Lab,Con,24.6,64.9,4.9,1.6,NA,NA,4,NA,NA,NA,NA,NA,NA,18.9,55,6.3,4.9,NA,NA,14.9,NA,48.4,24.2,20.1,21.1,12.2,7.7,26.6,20,19.1,3.2,31.8,74.2,2,3,5.3,4.1,2.9,3.2,3,1.6,0.8,51.2,0.8,1.7,0.3,13.5,0.7,25.3,0.1,0.1,5.5,5.7,14.8,5.5,10.6,3.5,3,1.3,5.6,10.2,16.6
E14000832,Newcastle Upon Tyne East,ENG,NE,Lab,Lab,Lab,Lab,hold,Con,46.3,35.7,10586,26049,4535,0,2195,0,0,0,0,0,0,0,0,0,0,0,68,67.2,52.9,58.7,60.1,24.4,24.4,60.1,10.5,0,5.1,0,0,0,0,0,0,0,0,0,0,0,3.1,-7.5,4.3,0,3.3,0,0,-3.2,0,0,0,0,0,0,0,0,Lab,Con,21.3,67.6,6.2,1.8,NA,NA,3.2,NA,NA,NA,NA,NA,NA,17.6,49.4,11,8.7,NA,NA,12.5,0.7,41.1,38,16.3,19.7,11.4,6.1,19.7,22.5,31.4,8.4,27.1,88.7,1.6,1.4,1,0.5,2.7,1.3,1.8,0.4,0.5,53.5,0.8,0.9,0.2,3,0.3,34.2,0.1,0.2,5.5,5.3,14.8,3.5,10,4.1,2.7,1.5,6.9,11.4,15.5
E14000833,Newcastle Upon Tyne North,ENG,NE,Lab,Lab,Lab,Lab,hold,Con,21.5,16.6,15589,21354,4357,4331,1368,0,0,0,0,0,0,0,0,0,0,0,68.6,73.1,66.7,65.5,45.4,33.2,33.2,45.4,9.3,9.2,2.9,0,0,0,0,0,0,0,0,0,0,0,-0.7,-10,4.1,9.2,1.8,0,0,-3.7,0,0,0,0,0,0,0,0,Lab,Con,33.9,55.4,5.2,1.1,NA,NA,3.7,NA,NA,NA,NA,NA,0.7,23.5,46.1,9.7,3.4,NA,NA,16.6,0.8,57.1,14.7,19.3,26.9,18.1,3.1,25.1,17.3,8.1,0.4,26.1,93.8,1,1.1,0.5,0.4,0.8,0.7,0.7,0.9,0.3,65,0.2,0.7,0.2,2.2,0.3,25.2,0.1,0.2,7.3,8,15.1,5,5.6,3.6,3.9,1.5,5.8,10.2,15.3
E14000834,Newcastle-Under-Lyme,ENG,WM,Lab,Lab,Lab,Con,gain,Lab,0.1,5.5,23485,16039,2361,1921,933,0,0,0,0,0,0,0,0,0,0,0,65.6,66.8,64.4,62.2,52.5,35.9,52.5,35.9,5.3,4.3,2.1,0,0,0,0,0,0,0,0,0,0,0,4.4,-12.3,1.6,4.3,2.1,0,0,0,0,0,0,0,0,0,0,0,Lab,Con,48.1,48.2,3.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,36.9,38.4,4.2,2.9,NA,NA,16.9,0.7,61.7,18.6,18.9,25.8,17.7,3.4,26.4,13,13.3,1.1,27.6,93.8,1.3,1,0.5,0.2,1,1,0.9,0.1,0.2,64.3,0.4,0.5,0.1,1.5,0.2,25.9,0.4,0.1,11.5,8,19,4.8,5.1,2.8,2.7,1.3,4.2,11.2,14.6
W07000055,Newport East,WAL,WAL,Lab,Lab,Lab,Lab,hold,Con,21.7,2.1,14133,16125,2121,2454,577,0,872,0,0,0,0,0,0,0,0,0,62,64.3,62.7,63.3,44.4,39,39,44.4,5.8,6.8,1.6,0,2.4,0,0,0,0,0,0,0,0,0,4.2,-12.1,3.2,6.8,1.6,0,0,-3.2,0,0,0,0,0,0,0,0,Lab,Con,34.8,56.5,2.6,NA,NA,2.4,3.2,NA,NA,NA,NA,NA,0.5,27.3,40.7,6.4,2.5,NA,3.5,18.4,1.1,60.3,16.5,19.3,25.2,15.8,4.6,28,11.3,8.6,0.3,29.8,91.7,1.6,0.6,2.2,1.1,0.4,0.6,1.3,0.3,0.3,56.1,0.2,0.4,0,4.2,0.1,31,0.4,0.1,11.8,7,19.4,4.9,6.9,2.9,4.5,1.4,3.8,7.5,12.4
W07000056,Newport West,WAL,WAL,Lab,Lab,Lab,Lab,hold,Con,13,2.6,18075,18977,2565,1727,902,0,1187,0,0,0,0,0,0,0,0,0,65.2,67.5,64.9,64,43.7,41.6,41.6,43.7,5.9,4,2.1,0,2.7,0,0,0,0,0,0,0,0,0,2.3,-8.6,3.7,4,1,0,0.2,-2.5,0,0,0,0,0,0,0,0,Lab,Con,39.3,52.3,2.2,1.1,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,32.5,41.2,3.9,3.2,NA,4,15.2,NA,53,15.3,20.2,25.3,17,4.9,24.9,15.6,8.4,0.6,27.9,90.1,1.9,1,1.6,1,0.4,1,1.9,0.8,0.4,58.6,0.2,0.5,0.1,4.2,0.1,28.7,0.3,0.1,10.1,6.8,15.9,4.3,6,3,5.2,1.6,4.8,9,14.6
