"","ONS.ID","Constituency","Nation","Region","2010.winner.winner","2015.winner.winner","2017.winner.winner","2019.winner.winner","Result.","Runner.up","Majority.2017","Majority.simple","X","Con.2019","Lab.2019","LDem.2019","Brex.2019","Grn.2019","SNP.2019","PC.2019","UKIP.2019","DUP.2019","SF.2019","SDLP.2019","UUP.2019","Alli.2019","Ind.2019","Oth...Ind","Oth...Ind.1","X.1","Turnout.2019","Turnout.2017","Turnout.2015","Turnout.2010","X.2","Winner.pct.2019","Runner.up.pct.2019","X.3","Con.pct.2019.pct.2019","Lab.pct.2019.pct.2019","LDem.pct.2019.pct.2019","Brex.pct.2019.pct.2019","Grn.pct.2019.pct.2019","SNP.pct.2019.pct.2019","PC.pct.2019.pct.2019","UKIP.pct.2019.pct.2019","DUP.pct.2019.pct.2019","SF.pct.2019.pct.2019","SDLP.pct.2019.pct.2019","UUP.pct.2019.pct.2019","Alli.pct.2019.pct.2019","Ind.pct.2019","Oth...Ind.2","Oth...Ind.3","X.4","Con.pct.change.29.pct.change.2019","Lab.pct.change.29.pct.change.2019","LDem.pct.change.29.pct.change.2019","Brex.pct.change.29.pct.change.2019","Grn.pct.change.29.pct.change.2019","SNP.pct.change.29.pct.change.2019","PC.pct.change.29.pct.change.2019","UKIP.pct.change.29.pct.change.2019","DUP.pct.change.29.pct.change.2019","SF.pct.change.29.pct.change.2019","SDLP.pct.change.29.pct.change.2019","UUP.pct.change.29.pct.change.2019","Alli.pct.change.29.pct.change.2019","Ind.pct.change.2019","Oth...Ind.4","Oth...Ind.5","X.5","1st.place.2017","2nd.place.2017","Con.2017","Lab.2017","LDem.2017","Grn.2017","SNP.2017","PC.2017","UKIP.2017","DUP.2017","SF.2017","SDLP.2017","UUP.2017","Alli.2017","Oth.2017","Con.2015","Lab.2015","LDem.2015","Grn.2015","SNP.2015","PC.2015","UKIP.2015","Oth.2015","leave.vote.pct.2016","pct.18.29","pct.30.44 ","pct.45.64 ","pct.65plus ","born.in.EU.pct ","no.qualifications.pct ","with.degree.pct ","fulltime.students.pct ","student.households.pct ","pct.hhs.2plus.deprivational.indicators ","White.pct ","Mixed.pct ","Indian.pct ","Pakistani.pct ","Bangladeshi.pct ","Chinese.pct ","Other Asian.pct ","Black.pct ","Arab.pct ","Other.pct ","Christian.pct ","Buddhist.pct ","Hindu.pct ","Jewish.pct ","Muslim.pct ","Sikh.pct ","No.religion.pct ","pct.agriculture ","pct.mining ","pct.manufacturing","pct.construction ","pct.wholesale ","pct.transport ","pct.accommodation ","pct.communication ","pct.finance ","pct.real.estate ","pct.professionals ","pct.education ","pct.social work"
"294","E14000758","Hyndburn","ENG","NW","Lab","Lab","Lab","Con","gain","Lab",12.9,10.4,NA,"20,565","17,614","1,226","2,156","845","","","","","","","","","","","",NA,"59.8",61.8,62.8,63.5,NA,48.5,41.5,NA,48.5,41.5,2.9,5.1,2,0,0,0,0,0,0,0,0,0,0,0,NA,8,-11.9,1.1,5.1,2,0,0,-4.3,0,0,0,0,0,0,0,0,NA,"Lab","Con",40.5,53.4,1.8,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,31.9,42.1,2,2.6,NA,NA,21.3,NA,65.8,15.2,20.3,25.4,15.7,3.8,27.6,9.4,7.2,0,30,87.2,0.9,0.4,8.9,1.3,0.4,0.6,0.1,0.1,0.1,65.5,0.2,0.1,0,10.5,0,17.6,0.3,0.1,16.7,8.1,18.1,4.9,4.7,2,1.9,1.1,3.7,9.9,14
"295","E14000759","Ilford North","ENG","LDN","Con","Lab","Lab","Lab","hold","Con",18.2,45.1,NA,"20,105","25,323","2,680","960","845","","","","","","","","","","","210",NA,"68.7",74.8,62.6,65.3,NA,50.5,40.1,NA,40.1,50.5,5.3,1.9,1.7,0,0,0,0,0,0,0,0,0,0,0.4,NA,0.5,-7.3,3.3,1.9,1.7,0,0,0,0,0,0,0,0,0,0,0,NA,"Lab","Con",39.6,57.8,2,NA,NA,NA,0,NA,NA,NA,NA,NA,0.7,42.7,43.9,2.3,2.1,NA,NA,8.9,0.2,52.6,15.7,22.2,23.9,13.5,11.6,20.4,21.3,10.3,0.2,26.3,52.5,4.2,12.8,6.4,4.9,1.4,7.7,7.8,0.4,2,41.5,0.7,11.9,6.5,15.3,4.2,12.6,0,0.1,3.6,8,15,6.4,4.6,5,8,2.1,8.3,11.2,11.5
"296","E14000760","Ilford South","ENG","LDN","Lab","Lab","Lab","Lab","hold","Con",54.9,19,NA,"10,984","35,085","1,795","1,008","714","","","","","","","","","","3,891","",NA,"62.9",69.9,54.6,68,NA,65.6,20.5,NA,20.5,65.6,3.4,1.9,1.3,0,0,0,0,0,0,0,0,0,7.3,0,NA,-0.4,-10.2,2.1,1.9,0.4,0,0,-0.8,0,0,0,0,0,0,0,0,NA,"Lab","Con",20.9,75.8,1.3,0.9,NA,NA,0.8,NA,NA,NA,NA,NA,0.1,25.9,64,2,2.9,NA,NA,5.2,NA,43.9,20.4,23.3,19.4,9.4,11.9,18.4,24.6,14.7,0.8,30,24.2,3.8,22.5,17.4,7.8,0.7,8.9,11.3,0.7,2.7,28,0.6,13.3,1.3,34.9,9.4,6.3,0,0,3.6,7.3,17.4,6.5,5.5,5.9,7.4,2.1,6.7,10.2,11.3
"297","S14000038","Inverclyde","SCO","SCO","Lab","SNP","SNP","SNP","hold","Lab",1,18.8,NA,"6,265","11,783","2,560","","","19,295","","","","","","","","","","",NA,"65.8",66.4,75.2,63.3,NA,48.4,29.5,NA,15.7,29.5,6.4,0,0,48.4,0,0,0,0,0,0,0,0,0,0,NA,-5.8,-8,3.9,0,0,9.9,0,0,0,0,0,0,0,0,0,0,NA,"SNP","Lab",21.5,37.5,2.5,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,10,30.3,2.5,NA,55.1,NA,1.6,0.5,36.2,14.5,18.7,29.3,18.1,1.9,32.6,NA,7.9,0.2,NA,98.6,NA,0.3,0.2,0,0.2,0.2,NA,0,0,74.1,0.1,0.1,0,0.2,0.1,19.2,0.6,0.4,9.9,5.3,14.5,5.6,4.7,4.9,5.3,1.3,3.5,7.7,18.8
"298","S14000039","Inverness, Nairn, Badenoch and Strathspey","SCO","SCO","LDem","SNP","SNP","SNP","hold","Con",9.4,11.1,NA,"15,807","4,123","5,846","1,078","1,709","26,247","","","","","","","","","","",NA,"70.2",68.7,74.6,64.9,NA,47.9,28.8,NA,28.8,7.5,10.7,2,3.1,47.9,0,0,0,0,0,0,0,0,0,0,NA,-1.7,-8.7,-1.6,2,3.1,8,0,0,0,0,0,0,0,0,0,0,NA,"SNP","Con",30.5,16.2,12.3,NA,39.9,NA,0,NA,NA,NA,NA,NA,1.2,5.9,7.5,31.3,2.4,50.1,NA,2.1,0.7,41.4,13.8,20.3,28.2,16.9,8.2,23.3,NA,5.2,0.1,NA,98.1,NA,0.3,0.1,0.2,0.2,0.4,NA,0.1,0.1,51.8,0.3,0.1,0,0.4,0,39.2,2.6,1,5,8.7,16.4,5.2,9.1,2.6,1.5,1.3,4.3,7,16.9
"299","E14000761","Ipswich","ENG","EAST","Con","Con","Lab","Con","gain","Lab",1.7,48.7,NA,"24,952","19,473","2,439","1,432","1,283","","","","","","","","","","","",NA,"65.6",67.6,65.4,59.9,NA,50.3,39.3,NA,50.3,39.3,4.9,2.9,2.6,0,0,0,0,0,0,0,0,0,0,0,NA,4.6,-8.1,2.6,2.9,1,0,0,-2.7,0,0,0,0,0,0,0,0,NA,"Lab","Con",45.7,47.4,2.3,1.6,NA,NA,2.7,NA,NA,NA,NA,NA,0.2,44.8,37.1,2.9,3.6,NA,NA,11.7,NA,56.6,18.6,21.8,23.3,14.3,11.4,24.9,12.9,6.9,0.1,27.1,88.3,3.6,1.5,0.2,1.4,0.6,1.1,2.4,0.1,0.8,52.5,0.4,1,0.1,2.9,0.3,35.1,0.4,0,8,7.7,16.9,7.4,5.8,4.3,6.2,1,3.9,7.9,14.2
"300","E14000762","Isle Of Wight","ENG","SE","Con","Con","Con","Con","hold","Lab",28.3,31.9,NA,"41,815","18,078","","","11,338","","","","","","","","","1,542","874","795",NA,"65.9",67.3,64.6,63.9,NA,56.2,24.3,NA,56.2,24.3,15.2,0,NA,0,0,0,0,0,0,0,0,2.1,1.2,1.1,NA,4.9,1.3,11.5,0,-17.3,0,0,-2.6,0,0,0,0,0,0,0,0,NA,"Con","Lab",51.3,23,3.7,17.3,NA,NA,2.6,NA,NA,NA,NA,NA,2.1,40.7,12.8,7.4,13.4,NA,NA,21.2,4.5,61.9,11.8,16.8,28.6,23.9,4.2,24.3,10.8,5.7,0,25.9,97.3,1.2,0.3,0.1,0.1,0.2,0.5,0.2,0,0.1,60.5,0.3,0.2,0.1,0.4,0,29.6,1.2,0.1,9,8.5,15.8,4,9.1,1.8,1.5,1.6,4.3,9.8,15.6
"301","E14000763","Islington North","ENG","LDN","Lab","Lab","Lab","Lab","hold","LDem",60.5,36.2,NA,"5,483","34,603","8,415","742","4,326","","","","","","","","","","","236",NA,"71.6",73.4,67.1,65.4,NA,64.3,15.6,NA,10.2,64.3,15.6,1.4,8,0,0,0,0,0,0,0,0,0,0,0.4,NA,-2.3,-8.7,6.6,1.4,3.9,0,0,-0.8,0,0,0,0,0,0,0,0,NA,"Lab","Con",12.5,73,9,4.1,NA,NA,0.8,NA,NA,NA,NA,NA,0.7,17.2,60.2,8.1,10.2,NA,NA,4,0.2,23.5,24.7,28.5,19.3,8.6,21.2,16.5,43.3,10.8,1,29.6,67.1,7,1.5,0.4,2.2,1.4,2.5,14.5,0.9,2.6,39.3,1,0.9,1.1,10,0.3,30.6,0,0.1,1.9,3.7,9.7,2.9,5.9,11.1,5.9,1.8,17.7,10.8,10.6
"302","E14000764","Islington South and Finsbury","ENG","LDN","Lab","Lab","Lab","Lab","hold","LDem",42.1,15.9,NA,"8,045","26,897","9,569","1,136","1,987","","","","","","","","","","","182",NA,"67.8",69.1,65,64.4,NA,56.3,20,NA,16.8,56.3,20,2.4,4.2,0,0,0,0,0,0,0,0,0,0,0.4,NA,-3.9,-6.5,7.9,2.4,1.7,0,0,-1.9,0,0,0,0,0,0,0,0,NA,"Lab","Con",20.7,62.8,12.1,2.5,NA,NA,1.9,NA,NA,NA,NA,NA,NA,22.2,50.9,10.9,7.6,NA,NA,7.6,0.7,26.1,29.4,27.2,18.3,8.8,21.9,17.4,42.8,15.5,1.7,29.1,69.3,6,1.9,0.5,2.3,2.9,2.8,11,0.9,2.3,41.1,1.1,1.2,0.8,9,0.3,29.5,0,0.1,2.1,3.4,9.3,3,5.4,9.1,12.2,1.7,20.7,8.5,8.7
"303","W07000077","Islwyn","WAL","WAL","Lab","Lab","Lab","Lab","hold","Con",31.6,17.5,NA,"9,892","15,356","1,313","4,834","669","","2,286","","","","","","","","","",NA,"62",64.2,64.3,63.3,NA,44.7,28.8,NA,28.8,44.7,3.8,14.1,1.9,0,6.7,0,0,0,0,0,0,0,0,0,NA,1.6,-14.1,1.9,14.1,1.9,0,-0.9,-4.4,0,0,0,0,0,0,0,0,NA,"Lab","Con",27.2,58.8,1.9,NA,NA,7.6,4.4,NA,NA,NA,NA,NA,NA,15.2,49,2.7,1.9,NA,10.7,19.6,1,58.9,14.6,19.7,26.8,17.3,1.8,31.6,8.9,6.4,0,34.6,98.5,0.6,0.1,0.1,0,0.3,0.2,0.1,0,0.1,50.6,0.2,0.1,0,0.2,0.1,41,0.2,0.1,18.8,8.3,15.2,3.9,4.2,1.8,3.1,1.2,3.3,8.7,12
"304","E14000765","Jarrow","ENG","NE","Lab","Lab","Lab","Lab","hold","Con",40.1,4.2,NA,"11,243","18,363","2,360","4,122","831","","","","","","","","","2,991","614","212",NA,"62.6",66.4,60.4,60.3,NA,45.1,27.6,NA,27.6,45.1,5.8,10.1,2,0,0,0,0,0,0,0,0,7.3,1.5,0.5,NA,2.6,-20,3.1,10.1,0.3,0,0,-5.4,0,0,0,0,0,0,0,0,NA,"Lab","Con",25,65.1,2.7,1.7,NA,NA,5.4,NA,NA,NA,NA,NA,NA,17.1,55.7,3.2,3.4,NA,NA,19.7,1,61.6,14.3,18.9,28.6,17.8,1.5,26.9,10.1,6.5,0.1,29.7,97.6,0.6,0.4,0.1,0.3,0.2,0.3,0.2,0.1,0.2,73.1,0.1,0.1,0.1,0.7,0.2,19.8,0.1,0.6,11.7,8.8,14.9,5.1,4.6,2.7,3.1,1.4,4.2,8.9,14
"305","E14000766","Keighley","ENG","YH","Con","Con","Lab","Con","gain","Lab",0.4,0.3,NA,"25,298","23,080","2,573","850","","","","","","","","","","667","132","",NA,"72.3",72.4,71.3,72.4,NA,48.1,43.9,NA,48.1,43.9,4.9,1.6,0,0,0,0,0,0,0,0,0,1.3,0.3,0,NA,2,-2.6,2.5,1.6,-1.5,0,0,-2.5,0,0,0,0,0,0,0,0,NA,"Lab","Con",46.1,46.5,2.4,1.5,NA,NA,2.5,NA,NA,NA,NA,NA,1,44.3,38.1,2.7,3.4,NA,NA,11.5,NA,53.5,13.4,19.7,26.2,17.3,4.6,24.3,15.9,6.8,0,23.9,83.6,1.3,0.5,10.7,2.1,0.2,0.6,0.5,0.1,0.4,55.6,0.2,0.2,0.1,13.1,0.1,23.7,0.5,0.1,11.7,7.7,16.7,4.7,5.1,2.6,4.9,1.3,5.8,10.7,14.3
"306","E14000767","Kenilworth and Southam","ENG","WM","Con","Con","Con","Con","hold","LDem",35.2,38.7,NA,"30,351","9,440","9,998","","2,351","","","","","","","","","","","457",NA,"77.2",77.4,74.8,72.5,NA,57.7,19,NA,57.7,17.9,19,0,4.5,0,0,0,0,0,0,0,0,0,0,0.9,NA,-3.1,-7.7,9.4,0,2.3,0,0,-1.8,0,0,0,0,0,0,0,0,NA,"Con","Lab",60.8,25.6,9.6,2.2,NA,NA,1.8,NA,NA,NA,NA,NA,NA,58.4,15.3,10.1,4,NA,NA,11.2,1,46.6,11.9,17.8,29.5,20.9,4.7,16.4,24.4,8.8,0.2,14.8,95.7,1.1,1.3,0.1,0,0.6,0.5,0.3,0.1,0.2,67.2,0.3,0.5,0.1,0.4,0.7,23.2,1.7,0,10.2,6.5,14.4,3.4,4.8,4.7,3.3,1.5,9.4,12.9,10.6
"307","E14000768","Kensington","ENG","LDN","Con","Con","Lab","Con","gain","Lab",0.1,17.2,NA,"16,768","16,618","9,312","384","535","","","","","","","","","","47","98",NA,"67.7",63.8,56.8,53.3,NA,38.3,38,NA,38.3,38,21.3,0.9,1.2,0,0,0,0,0,0,0,0,0,0.1,0.2,NA,-3.9,-4.2,9.1,0.9,-0.8,0,0,0,0,0,0,0,0,0,0,0,NA,"Con","Con",42.2,42.2,12.2,2,NA,NA,0,NA,NA,NA,NA,NA,1.4,52.3,31.1,5.6,5.1,NA,NA,4.5,1.5,31.4,20.1,28.7,22.8,11.1,34.5,10.5,46.3,11.3,1.2,22.9,68,6,1.7,0.6,0.5,2.8,5,7.5,4.5,3.4,52.1,1.6,0.9,2,10.9,0.2,21.5,0.1,0.4,2.4,3,9.7,2.7,5.4,7.9,20.4,3.1,16.6,6.3,6.6
"308","E14000769","Kettering","ENG","EM","Con","Con","Con","Con","hold","Lab",21.4,34,NA,"29,787","13,022","3,367","","1,543","","","","","","","","","1,642","","",NA,"67.4",69.2,67.3,68.8,NA,60.3,26.4,NA,60.3,26.4,6.8,0,3.1,0,0,0,0,0,0,0,0,3.3,0,0,NA,2.4,-10.1,3.5,0,0.8,0,0,0,0,0,0,0,0,0,0,0,NA,"Con","Lab",57.9,36.5,3.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,25.2,3.2,3.5,NA,NA,16.1,0.3,61,13.7,21.5,26.2,16.1,7.5,22.8,12.3,5.6,0,22.6,93.9,1.4,1.9,0.2,0.1,0.4,0.7,1.1,0.2,0.3,59,0.3,0.8,0.1,0.8,1,30.8,0.5,0,13.7,8.1,19.4,5.5,4,2.8,2.5,1,5.2,9.3,13.9
"309","S14000040","Kilmarnock and Loudoun","SCO","SCO","Lab","SNP","SNP","SNP","hold","Con",13.4,26.6,NA,"11,557","9,009","2,444","","","24,216","","","","","","","","","405","",NA,"63.9",63.4,71.6,62.8,NA,50.8,24.3,NA,24.3,18.9,5.1,0,0,50.8,0,0,0,0,0,0,0,0,0.9,0,NA,-2.4,-10,3,0,0,8.5,0,0,0,0,0,0,0,0,0,0,NA,"SNP","Lab",26.7,28.9,2.1,NA,42.3,NA,NA,NA,NA,NA,NA,NA,NA,12.5,30.4,1.5,NA,55.7,NA,NA,NA,39.6,14.5,19.9,28.3,17.1,1.9,32.7,NA,7,0,NA,98.7,NA,0.2,0.2,0,0.3,0.1,NA,0.1,0,54.8,0.1,0.1,0.1,0.3,0.1,37.8,2.1,0.8,10.7,9.4,15.8,4.6,4.8,1.9,3.1,0.8,3.7,6.8,17.3
"310","E14000770","Kingston and Surbiton","ENG","LDN","LDem","Con","LDem","LDem","hold","Con",6.6,3.8,NA,"20,614","6,528","31,103","788","1,038","","","124","","","","","","458","","193",NA,"74.2",76.2,72.9,70.4,NA,51.1,33.9,NA,33.9,10.7,51.1,1.3,1.7,0,0,0.2,0,0,0,0,0,0.8,0,0.3,NA,-4.2,-4.1,6.4,1.3,0.8,0,0,-0.9,0,0,0,0,0,0,0,0,NA,"LDem","Con",38.1,14.8,44.7,0.9,NA,NA,1.1,NA,NA,NA,NA,NA,0.4,39.2,14.5,34.5,3.9,NA,NA,7.3,0.6,41.6,19.7,24.4,22.7,13,14.2,14.5,29.3,13.6,1.9,18.9,74.9,3.7,3.8,1.9,0.5,1.8,8.4,2.6,1.2,1.2,53.6,1.1,4.9,0.4,5.5,0.7,25.6,0.1,0.2,3.8,6.3,15.3,4.3,4.9,7.7,5.9,1.5,10,10.9,10.7
"311","E14000771","Kingston upon Hull East","ENG","YH","Lab","Lab","Lab","Lab","hold","Con",28.4,22.2,NA,"11,474","12,713","1,707","5,764","784","","","","","","","","","","","",NA,"49.3",55.5,53.6,50.6,NA,39.2,35.4,NA,35.4,39.2,5.3,17.8,2.4,0,0,0,0,0,0,0,0,0,0,0,NA,5.5,-19.1,1.9,17.8,1.1,0,0,-7,0,0,0,0,0,0,0,0,NA,"Lab","Con",29.9,58.3,3.4,1.3,NA,NA,7,NA,NA,NA,NA,NA,NA,15.9,51.7,6.5,2.3,NA,NA,22.4,1.2,72.6,16.9,19.8,26,15.5,3.9,34.1,5.5,6.4,0.1,33.7,97.3,0.9,0.3,0.2,0.1,0.3,0.2,0.5,0.2,0.1,56.9,0.2,0.2,0.1,0.7,0.1,34.7,0.3,0.2,15.4,9.3,18.8,6.1,5.2,1.6,1,0.9,3,7.2,13.3
"312","E14000772","Kingston upon Hull North","ENG","YH","Lab","Lab","Lab","Lab","hold","Con",38.6,9.1,NA,"9,440","17,033","2,084","4,771","875","","","","","","","","","","","",NA,"52.2",57.4,55.5,52,NA,49.8,27.6,NA,27.6,49.8,6.1,13.9,2.6,0,0,0,0,0,0,0,0,0,0,0,NA,2.4,-14,1.1,13.9,1,0,0,-4.3,0,0,0,0,0,0,0,0,NA,"Lab","Con",25.2,63.8,5,1.6,NA,NA,4.3,NA,NA,NA,NA,NA,NA,15,52.8,9,5.8,NA,NA,16.3,1,60,24.8,20,21.7,11.6,10.4,27.9,12.4,16.8,3.3,30.9,92.4,1.6,0.4,0.5,0.4,1.6,0.6,1.7,0.6,0.4,52.4,0.4,0.2,0.1,2.3,0.1,37,0.4,0.2,14.3,7.8,17.2,4.6,6.9,2.1,1,1,3.4,10.6,13.5
"313","E14000773","Kingston upon Hull West and Hessle","ENG","YH","Lab","Lab","Lab","Lab","hold","Con",23.3,2.6,NA,"10,528","13,384","1,756","5,638","50","","","","","","","","","","","",NA,"51.9",57.4,53.9,45.6,NA,42.7,33.6,NA,33.6,42.7,5.6,18,0.2,0,0,0,0,0,0,0,0,0,0,0,NA,3.8,-10.4,-0.8,18,-0.8,0,0,-4,0,0,0,0,0,0,0,0,NA,"Lab","Con",29.8,53.1,6.4,1,NA,NA,4,NA,NA,NA,NA,NA,5.7,17.5,49.2,10,3,NA,NA,19.9,0.5,67.8,18,21.3,25.1,15.6,10.2,31.3,8.6,6.8,0.1,33.5,93.1,1.6,0.6,0.4,0.3,0.5,1.1,1.2,0.5,0.7,57.2,0.3,0.2,0.1,3.2,0.1,31.3,0.5,0.2,15.3,8.2,18.6,5,6.5,1.8,1.3,0.9,3.5,7.6,14.1
"314","E14000774","Kingswood","ENG","SW","Con","Con","Con","Con","hold","Lab",15.4,22.8,NA,"27,712","16,492","3,421","","1,200","","","","","","","","","","489","",NA,"71.5",70.3,70.8,72.2,NA,56.2,33.4,NA,56.2,33.4,6.9,0,2.4,0,0,0,0,0,0,0,0,0,1,0,NA,1.3,-6.1,3.3,0,0.4,0,0,0,0,0,0,0,0,0,0,0,NA,"Con","Lab",54.9,39.5,3.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3,29.6,3.8,2.8,NA,NA,14.8,0.6,56.8,14,20.9,26,17.1,3.5,21.2,11.2,6,0,20.1,96,1.4,0.5,0.2,0.1,0.4,0.4,0.8,0.1,0.2,59.9,0.2,0.3,0,0.7,0.2,31,0.2,0.1,9.2,10.1,17.3,4.4,3.4,3.7,6.8,1.2,5.5,8.1,13.1
"315","S14000041","Kirkcaldy and Cowdenbeath","SCO","SCO","Lab","SNP","Lab","SNP","gain","Lab",0.5,72.7,NA,"9,449","15,325","2,903","1,132","1,628","16,568","","","","","","","","","","",NA,"64.5",63.5,69.6,62.2,NA,35.2,32.6,NA,20.1,32.6,6.2,2.4,3.5,35.2,0,0,0,0,0,0,0,0,0,0,NA,-3.2,-4.2,3.8,2.4,3.5,-1.1,0,-1.2,0,0,0,0,0,0,0,0,NA,"Lab","SNP",23.3,36.8,2.4,NA,36.3,NA,1.2,NA,NA,NA,NA,NA,NA,9.9,33.4,2.2,NA,52.2,NA,2.3,NA,41.7,13.7,19.8,27.8,18.2,5.4,29.7,NA,6.2,0.1,NA,97.7,NA,0.3,0.6,0,0.3,0.2,NA,0.1,0.1,43.7,0.1,0.1,0,0.8,0.1,47.7,0.9,0.7,10.3,9,15.6,4.5,4.8,3.1,5.3,0.9,3.7,7.3,16.1
"316","E14000775","Knowsley","ENG","NW","Lab","Lab","Lab","Lab","hold","Con",76,5.3,NA,"4,432","44,374","1,117","3,348","1,262","","","","","","","","","","","405",NA,"65.4",67.9,64.1,56.1,NA,80.8,8.1,NA,8.1,80.8,2,6.1,2.3,0,0,0,0,0,0,0,0,0,0,0.7,NA,-1.2,-4.5,-0.1,6.1,1.4,0,0,-2.3,0,0,0,0,0,0,0,0,NA,"Lab","Con",9.3,85.3,2.1,0.9,NA,NA,2.3,NA,NA,NA,NA,NA,NA,6.6,78.1,2.9,2.5,NA,NA,9.8,NA,52.4,16.1,18.5,27,15.8,1.6,36.4,7,7.8,0,40.4,97.7,1.2,0.2,0,0,0.2,0.2,0.3,0.1,0.1,81.5,0.1,0.1,0,0.2,0,12.1,0.1,0.1,9.5,9.3,16.4,6.7,4.7,2,3.8,1.5,3.5,8.1,15.8
"317","N06000009","Lagan Valley","NI","NI","","","DUP","DUP","hold","Alli",NA,NA,NA,"955","","","","","","","315","19,586","1,098","1,758","8,606","13,087","","","",NA,"60",62.1,NA,NA,NA,43.1,NA,NA,2.1,0,0,0,0,0,0,0.7,43.1,2.4,3.9,19,28.8,0,0,0,NA,1.1,0,0,0,0,0,0,0.7,-16.5,-1.1,-3.6,2.2,17.7,0,0,0,NA,"DUP","UUP",1,NA,NA,NA,NA,NA,NA,59.6,3.5,7.5,16.8,11.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","S14000042","Lanark and Hamilton East","SCO","SCO","Lab","SNP","SNP","SNP","hold","Con",0.5,9.8,NA,"17,056","10,736","3,037","","","22,243","","","","","","","","","","",NA,"68.3",65.3,70.1,62.3,NA,41.9,32.1,NA,32.1,20.2,5.7,0,0,41.9,0,0,0,0,0,0,0,0,0,0,NA,0,-11.7,3.3,0,0,9.3,0,-1.1,0,0,0,0,0,0,0,0,NA,"SNP","Con",32.1,31.9,2.4,NA,32.6,NA,1.1,NA,NA,NA,NA,NA,NA,15.9,30.5,2.2,NA,48.8,NA,2.6,NA,35.5,13.7,19.7,29.3,18,2.3,30,NA,6.4,0,NA,98.2,NA,0.3,0.5,0,0.3,0.1,NA,0.1,0,63.6,0.1,0.2,0,0.6,0.1,28.9,1.3,0.5,8.4,9.6,15.7,5.7,4.3,2.3,4.7,1.1,4.6,7.7,15.5
"319","E14000776","Lancaster and Fleetwood","ENG","NW","Con","Lab","Lab","Lab","hold","Con",14.5,39.1,NA,"18,804","21,184","2,018","1,817","1,396","","","","","","","","","","","",NA,"64.5",68.5,68.6,61.1,NA,46.8,41.6,NA,41.6,46.8,4.5,4,3.1,0,0,0,0,0,0,0,0,0,0,0,NA,1,-8.3,2,4,1.4,0,0,0,0,0,0,0,0,0,0,0,NA,"Lab","Con",40.6,55.1,2.5,1.7,NA,NA,0,NA,NA,NA,NA,NA,NA,39.2,42.3,3.3,5,NA,NA,9.7,0.4,50.9,24.7,16.4,23.8,17.2,6,21.1,17.7,21.7,2.3,25.8,94.2,1,1.3,0.4,0.3,1.4,0.6,0.5,0.2,0.1,63.8,0.4,0.5,0.1,1.8,0.1,25.5,2.2,0.3,7,7,14.9,3.8,7.9,2.2,1.9,0.8,4.2,15.6,15.2
"320","E14000777","Leeds Central","ENG","YH","Lab","Lab","Lab","Lab","hold","Con",49.7,14.2,NA,"11,143","30,413","2,343","2,999","2,105","","","","","","","","","","","281",NA,"54.2",53.2,55.1,57.8,NA,61.7,22.6,NA,22.6,61.7,4.8,6.1,4.3,0,0,0,0,0,0,0,0,0,0,0.6,NA,2.1,-8.5,2.6,6.1,1.8,0,0,-4.3,0,0,0,0,0,0,0,0,NA,"Lab","Con",20.5,70.2,2.2,2.5,NA,NA,4.3,NA,NA,NA,NA,NA,0.3,17.3,55,3.4,7.9,NA,NA,15.7,0.7,47.4,35,20.1,16.5,9,10.9,25.6,17.4,24.9,3.5,34,74.6,3.9,2.4,4,1.1,1.8,2.4,7.4,1.4,1,48.3,0.6,1.5,0.4,9.8,0.6,31.6,0.1,0,8.3,5.7,17.3,5,9.4,3.7,5.5,1,6.3,8.2,12.9
"321","E14000778","Leeds East","ENG","YH","Lab","Lab","Lab","Lab","hold","Con",30.8,33.8,NA,"13,933","19,464","1,796","2,981","878","","","","","","","","","","","",NA,"58",62.8,59,58.1,NA,49.8,35.7,NA,35.7,49.8,4.6,7.6,2.2,0,0,0,0,0,0,0,0,0,0,0,NA,5.1,-11.6,2.8,7.6,1.2,0,0,-4.2,0,0,0,0,0,0,0,0,NA,"Lab","Con",30.6,61.4,1.8,1,NA,NA,4.2,NA,NA,NA,NA,NA,1,20.9,53.7,3.4,2.9,NA,NA,19,NA,60.9,16.1,20.4,23.1,14.5,6.6,33.2,9.3,8.2,0.2,34.7,78,3.1,1.6,6.6,2,0.6,1.9,5.5,0.2,0.5,56.6,0.3,0.5,0.1,10.6,0.9,24.3,0.1,0,8.8,8.8,16.6,5.6,6.4,2.4,4.6,1.2,4.2,8.3,16
