"","ONS.ID","Constituency","Nation","Region","2010.winner.winner","2015.winner.winner","2017.winner.winner","2019.winner.winner","Result.","Runner.up","Majority.2017","Majority.simple","X","Con.2019","Lab.2019","LDem.2019","Brex.2019","Grn.2019","SNP.2019","PC.2019","UKIP.2019","DUP.2019","SF.2019","SDLP.2019","UUP.2019","Alli.2019","Ind.2019","Oth...Ind","Oth...Ind.1","X.1","Turnout.2019","Turnout.2017","Turnout.2015","Turnout.2010","X.2","Winner.pct.2019","Runner.up.pct.2019","X.3","Con.pct.2019.pct.2019","Lab.pct.2019.pct.2019","LDem.pct.2019.pct.2019","Brex.pct.2019.pct.2019","Grn.pct.2019.pct.2019","SNP.pct.2019.pct.2019","PC.pct.2019.pct.2019","UKIP.pct.2019.pct.2019","DUP.pct.2019.pct.2019","SF.pct.2019.pct.2019","SDLP.pct.2019.pct.2019","UUP.pct.2019.pct.2019","Alli.pct.2019.pct.2019","Ind.pct.2019","Oth...Ind.2","Oth...Ind.3","X.4","Con.pct.change.29.pct.change.2019","Lab.pct.change.29.pct.change.2019","LDem.pct.change.29.pct.change.2019","Brex.pct.change.29.pct.change.2019","Grn.pct.change.29.pct.change.2019","SNP.pct.change.29.pct.change.2019","PC.pct.change.29.pct.change.2019","UKIP.pct.change.29.pct.change.2019","DUP.pct.change.29.pct.change.2019","SF.pct.change.29.pct.change.2019","SDLP.pct.change.29.pct.change.2019","UUP.pct.change.29.pct.change.2019","Alli.pct.change.29.pct.change.2019","Ind.pct.change.2019","Oth...Ind.4","Oth...Ind.5","X.5","1st.place.2017","2nd.place.2017","Con.2017","Lab.2017","LDem.2017","Grn.2017","SNP.2017","PC.2017","UKIP.2017","DUP.2017","SF.2017","SDLP.2017","UUP.2017","Alli.2017","Oth.2017","Con.2015","Lab.2015","LDem.2015","Grn.2015","SNP.2015","PC.2015","UKIP.2015","Oth.2015","leave.vote.pct.2016","pct.18.29","pct.30.44 ","pct.45.64 ","pct.65plus ","born.in.EU.pct ","no.qualifications.pct ","with.degree.pct ","fulltime.students.pct ","student.households.pct ","pct.hhs.2plus.deprivational.indicators ","White.pct ","Mixed.pct ","Indian.pct ","Pakistani.pct ","Bangladeshi.pct ","Chinese.pct ","Other Asian.pct ","Black.pct ","Arab.pct ","Other.pct ","Christian.pct ","Buddhist.pct ","Hindu.pct ","Jewish.pct ","Muslim.pct ","Sikh.pct ","No.religion.pct ","pct.agriculture ","pct.mining ","pct.manufacturing","pct.construction ","pct.wholesale ","pct.transport ","pct.accommodation ","pct.communication ","pct.finance ","pct.real.estate ","pct.professionals ","pct.education ","pct.social work"
"170","E14000664","Derbyshire Dales","ENG","EM","Con","Con","Con","Con","hold","Lab",28.9,34.8,NA,"29,356","11,975","6,627","","2,058","","","","","","","","","","","",NA,"76.9",76.9,74.6,73.8,NA,58.7,23.9,NA,58.7,23.9,13.2,0,4.1,0,0,0,0,0,0,0,0,0,0,0,NA,-1.3,-7.2,6.9,0,2.1,0,0,0,0,0,0,0,0,0,0,0,NA,"Con","Lab",60,31.1,6.3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.6,52.4,22.7,8.4,4.6,NA,NA,11.6,0.3,51.3,9.8,16.7,32.1,22.4,2.7,21.4,20.9,5.3,0,19.4,98.5,0.7,0.2,0.1,0,0.1,0.2,0.1,0,0.1,68.8,0.2,0.1,0.1,0.2,0.1,23,3.6,1.1,11.6,8.5,13.7,3.9,7.1,2.6,1.6,1.6,6.6,11.2,11.4
"171","E14000665","Devizes","ENG","SW","Con","Con","Con","Con","hold","LDem",41.7,47.1,NA,"32,150","7,838","8,157","","2,809","","","","","","","","","","","",NA,"69.4",70.1,70.8,68.8,NA,63.1,16,NA,63.1,15.4,16,0,5.5,0,0,0,0,0,0,0,0,0,0,0,NA,0.4,-5.6,6.7,0,2.3,0,0,-3.4,0,0,0,0,0,0,0,0,NA,"Con","Lab",62.7,21,9.3,3.2,NA,NA,3.4,NA,NA,NA,NA,NA,0.4,57.7,13,8.1,5.8,NA,NA,15.4,NA,51.5,15.9,19.6,26.1,16.3,7.4,17.1,15.8,5.5,0,16.6,95.9,1.2,0.3,0.1,0.1,0.3,0.6,1.3,0,0.2,65.5,0.4,0.4,0.1,0.4,0,25.1,2.2,0.1,7.6,7.1,12.5,2.8,4.5,3.6,2.5,1.4,6.1,8.6,9.3
"172","E14000666","Dewsbury","ENG","YH","Con","Lab","Lab","Con","gain","Lab",5.9,2.8,NA,"26,179","24,618","2,406","1,874","1,060","","","","","","","","","","","252",NA,"69.4",69.5,67.2,68.5,NA,46.4,43.7,NA,46.4,43.7,4.3,3.3,1.9,0,0,0,0,0,0,0,0,0,0,0.4,NA,1.3,-7.3,2.2,3.3,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,"Lab","Con",45.1,51,2.1,1.8,NA,NA,0,NA,NA,NA,NA,NA,NA,39.1,41.8,3.6,2.5,NA,NA,12.4,0.6,57.3,15.4,20.2,25.3,14.9,2.9,27.2,13,8.7,0,27.3,78.4,1.5,5.7,12.7,0.2,0.2,0.7,0.4,0.1,0.2,53.8,0.1,0.2,0,18.5,0.2,20.9,0.5,0.1,15.4,8.2,17.7,5.3,4.3,2.3,3.6,1.1,5.1,10.5,11.6
"173","E14000667","Don Valley","ENG","YH","Lab","Lab","Lab","Con","gain","Lab",11.3,8,NA,"19,609","15,979","1,907","6,247","872","","","","","","","","","","","823",NA,"60.3",62.2,59.6,59.3,NA,43.2,35.2,NA,43.2,35.2,4.2,13.7,1.9,0,0,0,0,0,0,0,0,0,0,1.8,NA,1.5,-17.8,2.3,13.7,1.9,0,0,0,0,0,0,0,0,0,0,0,NA,"Lab","Con",41.7,53,1.9,NA,NA,NA,0,NA,NA,NA,NA,NA,3.5,25.3,46.2,3.5,NA,NA,NA,23.5,1.6,68.6,14.7,18.6,27.8,18.1,3.2,30.2,8.3,5.8,0,29.1,97.1,0.9,0.4,0.4,0,0.3,0.3,0.5,0.1,0.1,68.9,0.2,0.2,0,0.8,0.2,22.9,0.6,0.7,10.7,10.6,18,6,4.7,2,2.5,0.9,3.6,9.1,13.4
"174","E14000668","Doncaster Central","ENG","YH","Lab","Lab","Lab","Lab","hold","Con",23.5,5.5,NA,"14,360","16,638","1,748","6,842","981","","","","","","","","","","","1,012",NA,"58.2",60,56.8,55.5,NA,40,34.5,NA,34.5,40,4.2,16.5,2.4,0,0,0,0,0,0,0,0,0,0,2.4,NA,0.1,-17.9,1.9,16.5,2.4,0,0,0,0,0,0,0,0,0,0,0,NA,"Lab","Con",34.4,57.9,2.3,NA,NA,NA,0,NA,NA,NA,NA,NA,5.5,20.7,49.1,4.2,NA,NA,NA,24.1,1.8,66.3,16.8,20.4,25.5,15.8,11.7,27.9,8.9,6.2,0,29.6,91.2,1.5,1.2,2.1,0.1,0.6,1.2,1.4,0.2,0.6,63,0.3,0.5,0,3.7,0.8,24.2,0.3,0.4,10.8,8.4,19.7,7.9,5.4,2.4,2.5,0.8,3.2,8.3,14
"175","E14000669","Doncaster North","ENG","YH","Lab","Lab","Lab","Lab","hold","Con",33.2,5.8,NA,"13,370","15,740","1,476","8,297","","","","","","","","","","220","1,598","",NA,"56.2",58.5,55.7,57.3,NA,38.7,32.8,NA,32.8,38.7,3.6,20.4,0,0,0,0,0,0,0,0,0,0.5,NA,3.9,NA,5.2,-22.1,1.9,20.4,0,0,0,-6.5,0,0,0,0,0,0,0,0,NA,"Lab","Con",27.6,60.8,1.7,NA,NA,NA,6.5,NA,NA,NA,NA,NA,3.5,18.3,52.4,2.5,1.9,NA,NA,22.6,2.2,72.1,15.1,18.8,26.7,16.9,3.1,32.8,6.4,5.8,0,33.4,97.8,0.9,0.2,0.1,0,0.2,0.3,0.4,0,0.1,66,0.2,0.1,0,0.4,0.1,26,0.8,0.6,10.4,10.3,20.6,6.8,4.8,2,2.3,0.8,3.1,8.2,12.5
"176","E14000670","Dover","ENG","SE","Con","Con","Con","Con","hold","Lab",12.4,24.2,NA,"28,830","16,552","2,895","","1,371","","","","","","","","","916","","137",NA,"66.4",69.7,68.9,70.1,NA,56.9,32.6,NA,56.9,32.6,5.7,0,2.7,0,0,0,0,0,0,0,0,1.8,0,0.3,NA,4.5,-7.4,3.1,0,0.9,0,0,-3.3,0,0,0,0,0,0,0,0,NA,"Con","Lab",52.4,40,2.6,1.8,NA,NA,3.3,NA,NA,NA,NA,NA,NA,43.3,30.7,3.1,2.6,NA,NA,20.3,NA,63.1,13.2,18,28,19.8,6.8,25.5,10.3,6.2,0,26.9,96.6,0.9,0.4,0,0.1,0.2,1.2,0.4,0.1,0.2,63.8,0.5,0.7,0.1,0.5,0,26.3,0.9,0.1,5.6,8.5,14.4,10.7,5.5,1.6,2.4,1,4.7,9.9,14.4
"177","E14000671","Dudley North","ENG","WM","Lab","Lab","Lab","Con","gain","Lab",0.1,49,NA,"23,134","11,601","1,210","","739","","","","","","","","","","","",NA,"59.2",62.7,62.6,63.5,NA,63.1,31.6,NA,63.1,31.6,3.3,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,16.7,-14.9,2.4,0,1.4,0,0,-5.5,0,0,0,0,0,0,0,0,NA,"Lab","Con",46.4,46.5,0.9,0.6,NA,NA,5.5,NA,NA,NA,NA,NA,NA,30.8,41.8,1.3,1.4,NA,NA,24,0.8,69.2,15,19.9,24.2,18.4,2.5,32.7,8.4,7.1,0,33,85.5,2.4,3.1,4.6,0.1,0.3,0.7,2.9,0.2,0.2,64.9,0.2,1.2,0,5.3,1.8,20.4,0.1,0.1,14.7,9.7,17.6,4.7,4.5,2.1,2.9,1.2,3.5,9.2,13
"178","E14000672","Dudley South","ENG","WM","Con","Con","Con","Con","hold","Lab",20.2,42.6,NA,"24,835","9,270","1,608","","863","","","","","","","","","","","",NA,"60.2",62.4,63.3,63,NA,67.9,25.3,NA,67.9,25.3,4.4,0,2.4,0,0,0,0,0,0,0,0,0,0,0,NA,11.5,-10.9,2.8,0,1.4,0,0,-4.7,0,0,0,0,0,0,0,0,NA,"Con","Lab",56.4,36.2,1.6,1,NA,NA,4.7,NA,NA,NA,NA,NA,NA,43.8,32.6,2.2,2.5,NA,NA,18.9,NA,70.2,14.7,19.7,25.4,18.8,1.7,31.1,7.9,6.1,0,30.4,92.3,1.8,1.2,2.4,0.1,0.3,0.5,1.2,0.1,0.2,66.2,0.2,0.5,0,2.9,0.6,22.9,0.1,0,15.5,9.2,18.3,4.3,4.1,2.3,2.5,1.1,3.9,9.1,13.2
"179","E14000673","Dulwich and West Norwood","ENG","LDN","Lab","Lab","Lab","Lab","hold","Grn",50.1,29.5,NA,"9,160","36,521","","571","9,211","","","73","","","","","","","","242",NA,"65.9",71.9,68.3,66.2,NA,65.5,16.5,NA,16.4,65.5,0,1,16.5,0,0,0.1,0,0,0,0,0,0,0,0.4,NA,-3.1,-4.1,-8,1,14,0,0,0.1,0,0,0,0,0,0,0,0,NA,"Lab","Con",19.5,69.6,8,2.5,NA,NA,0,NA,NA,NA,NA,NA,0.4,22.7,54.1,9.8,9.4,NA,NA,3.1,0.8,22.1,18.2,29,21,8.6,18.1,14.2,40.2,9.5,0.3,24.5,59.4,7.8,1.7,0.6,0.5,1.1,1.8,25,0.5,1.6,51.6,1,1.2,0.4,5.5,0.2,30.2,0.1,0.1,1.9,4,9.6,3.3,5.9,8.8,6.1,1.9,13.7,11.3,13
"180","S14000013","Dumfries and Galloway","SCO","SCO","Lab","SNP","Con","Con","hold","SNP",10.9,3.5,NA,"22,678","4,745","3,133","","","20,873","","","","","","","","","","",NA,"69",69.5,75.2,70,NA,44.1,40.6,NA,44.1,9.2,6.1,0,0,40.6,0,0,0,0,0,0,0,0,0,0,NA,0.8,-11.7,3.7,0,0,8.2,0,0,0,0,0,0,0,0,0,0,NA,"Con","SNP",43.3,20.9,2.4,NA,32.4,NA,NA,NA,NA,NA,NA,NA,1,29.9,24.7,1.7,NA,41.4,NA,2.3,NA,45.4,12.3,16.9,29.9,21.8,3.5,32.3,NA,5,0.1,NA,98.7,0,0.2,0.1,0,0.2,0.2,NA,0.1,0.1,55.9,0.2,0.1,0,0.3,0.1,35,8.5,0.3,6.9,8.5,16,5.3,7,1.3,1.3,1.2,3.2,7.5,17.2
"181","S14000014","Dumfriesshire, Clydesdale and Tweeddale","SCO","SCO","Con","Con","Con","Con","hold","SNP",19.3,7.7,NA,"22,611","4,172","3,540","","","18,830","","","","","","","","","","",NA,"71.9",72.4,76.1,68.9,NA,46,38.3,NA,46,8.5,7.2,0,0,38.3,0,0,0,0,0,0,0,0,0,0,NA,-3.4,-8,3.2,0,0,8.2,0,0,0,0,0,0,0,0,0,0,NA,"Con","SNP",49.4,16.5,4,NA,30.1,NA,NA,NA,NA,NA,NA,NA,NA,39.8,14.8,2.7,1.6,38.3,NA,2.8,NA,43.9,10.6,17.6,30.7,21.1,3.5,30.9,NA,5,0,NA,99,0,0.2,0.1,0,0.1,0.1,NA,0,0,55.6,0.3,0.1,0,0.2,0,35.3,8,0.8,8.9,8.7,14.5,4.7,6.5,1.6,2.6,1.3,4.4,7.7,14.9
"182","S14000015","Dundee East","SCO","SCO","SNP","SNP","SNP","SNP","hold","Con",15.4,29.5,NA,"10,986","6,045","3,573","","","24,361","","","","","","","","312","","",NA,"68.4",65.2,72,62,NA,53.8,24.3,NA,24.3,13.4,7.9,0,0,53.8,0,0,0,0,0,0,0,0.7,0,0,NA,-3.1,-12.6,4.1,0,0,11,0,0,0,0,0,0,0,0,0,0,NA,"SNP","Con",27.4,26,3.8,NA,42.8,NA,NA,NA,NA,NA,NA,NA,NA,15,19.9,2.9,1.9,59.7,NA,NA,0.7,38.3,14.9,18.4,27.7,18.4,4.7,25.3,NA,8.9,0.7,NA,96.5,0,0.5,1.1,0.1,0.5,0.3,NA,0.3,0.1,51.3,0.2,0.2,0,1.7,0.1,39.9,0.9,1,7.5,7.4,16.6,3.7,5.7,3.3,2.5,1.1,4.1,10.6,17.6
"183","S14000016","Dundee West","SCO","SCO","Lab","SNP","SNP","SNP","hold","Lab",13.6,15.8,NA,"5,149","10,096","2,468","1,271","","22,355","","","","","","","","","","240",NA,"64.5",61.7,67.5,58.9,NA,53.8,24.3,NA,12.4,24.3,5.9,3.1,0,53.8,0,0,0,0,0,0,0,0,0,0.6,NA,-3.8,-8.8,2.8,3.1,0,7.1,0,0,0,0,0,0,0,0,0,0,NA,"SNP","Lab",16.2,33.1,3.1,NA,46.7,NA,NA,NA,NA,NA,NA,NA,1,8.6,23.7,2.4,2.7,61.9,NA,NA,0.7,41.2,25.8,17.2,24.2,16.2,8,26.3,NA,20.5,3.8,NA,93,0,1.2,1.3,0.2,1.1,0.7,NA,0.6,0.1,48.8,0.3,0.6,0.1,2.8,0.1,40.2,0.7,0.4,7.1,6.9,17.1,3.5,7.2,3.5,2.1,1.1,3.7,10.2,19.7
"184","S14000017","Dunfermline and West Fife","SCO","SCO","Lab","SNP","SNP","SNP","hold","Lab",1.6,20,NA,"11,207","13,028","4,262","","1,258","23,727","","","","","","","","","","",NA,"69.8",67.4,71.6,66.3,NA,44.4,24.4,NA,21,24.4,8,0,2.4,44.4,0,0,0,0,0,0,0,0,0,0,NA,-3.7,-9.5,2.1,0,2.4,8.9,0,0,0,0,0,0,0,0,0,0,NA,"SNP","Lab",24.7,33.9,5.9,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,11.9,31.7,4,2.1,50.3,NA,NA,NA,40,13.5,21.8,28.1,15.2,3.8,24.3,NA,6.1,0,NA,98,0,0.3,0.5,0,0.3,0.2,NA,0.1,0.1,44.6,0.2,0.1,0,0.7,0.1,47.2,0.8,0.7,8.8,7.9,13.9,4.5,5.1,4.5,8.8,0.9,4.7,7.4,13.4
"185","W07000061","Dwyfor Meirionnydd","WAL","WAL","PC","PC","PC","PC","hold","Con",16,24.3,NA,"9,707","3,998","","1,776","","","14,447","","","","","","","","","",NA,"67.5",67.9,65.1,63.7,NA,48.3,32.4,NA,32.4,13.4,0,5.9,0,0,48.3,0,0,0,0,0,0,0,0,0,NA,3.3,-7.3,-3.1,5.9,0,0,3.2,-2,0,0,0,0,0,0,0,0,NA,"PC","Con",29.1,20.7,3.1,NA,NA,45.1,2,NA,NA,NA,NA,NA,NA,22.7,13.5,4,3.4,NA,40.9,10.8,4.8,48.4,11.3,15.8,28.8,25.3,2.6,25.3,13.2,5.6,0,26.1,98.6,0.6,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0,63.3,0.3,0.1,0,0.3,0,26.9,5.3,0.4,6.4,10.6,14.5,3.4,11.2,1.4,1.2,1.1,3.7,10.3,13.5
"186","E14000674","Ealing Central and Acton","ENG","LDN","Con","Lab","Lab","Lab","hold","Con",25,38.1,NA,"14,832","28,132","9,444","664","1,735","","","","","","","","","","","",NA,"72.6",74.6,71.4,74.3,NA,51.3,27.1,NA,27.1,51.3,17.2,1.2,3.2,0,0,0,0,0,0,0,0,0,0,0,NA,-7.6,-8.4,11.6,1.2,3.2,0,0,0,0,0,0,0,0,0,0,0,NA,"Lab","Con",34.7,59.7,5.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,42.7,43.2,6.1,3.6,NA,NA,3.8,0.6,28.2,20.5,28.1,20.8,10.7,31.9,11.6,40.1,10,0.7,22.9,63.3,5.1,5.4,1.9,0.4,1.8,6.3,9.1,4.2,2.6,49,1.7,3.2,0.6,13.4,1.5,22.4,0,0.3,4,6.4,11.7,4.4,6.4,11.6,5.3,2.1,12.4,9.6,9.1
"187","E14000675","Ealing North","ENG","LDN","Lab","Lab","Lab","Lab","hold","Con",37.5,24.7,NA,"15,767","28,036","4,370","","1,458","","","","","","","","","","","",NA,"66.8",70.2,65.7,70.2,NA,56.5,31.8,NA,31.8,56.5,8.8,0,2.9,0,0,0,0,0,0,0,0,0,0,0,NA,3.3,-9.5,6.4,0,1.5,0,0,-1.8,0,0,0,0,0,0,0,0,NA,"Lab","Con",28.5,66,2.4,1.4,NA,NA,1.8,NA,NA,NA,NA,NA,NA,29.7,55.1,3.2,3.4,NA,NA,8.1,0.4,48.8,17.5,24.6,22,11.1,28.9,19,21.9,10.3,0.2,29.9,49.9,4.6,10.6,3.7,0.6,1.1,10.5,13,3.1,3,50.3,1.3,10.1,0.2,15.5,3.2,12.1,0,0.1,5,10.4,15.6,8.5,6.1,6,3.3,1.7,6.7,8.9,10.7
"188","E14000676","Ealing, Southall","ENG","LDN","Lab","Lab","Lab","Lab","hold","Con",49,19,NA,"9,594","25,678","3,933","867","1,688","","","","","","","","","","","457",NA,"65.4",69.3,66.1,70.8,NA,60.8,22.7,NA,22.7,60.8,9.3,2.1,4,0,0,0,0,0,0,0,0,0,0,1.1,NA,1.4,-9.5,5.1,2.1,1.7,0,0,-1.1,0,0,0,0,0,0,0,0,NA,"Lab","Con",21.3,70.3,4.2,2.3,NA,NA,1.1,NA,NA,NA,NA,NA,0.8,21.7,65,3.6,4.6,NA,NA,4.1,1.1,44.3,20,24.6,21.7,10.4,15.6,19.4,24,12.9,0.5,33.8,30.4,3.4,29.6,8.1,0.7,0.7,11.7,10.5,1.1,3.8,29.3,0.6,13.2,0.2,18.8,21.6,9.7,0.1,0.1,5.3,7,16.6,9.9,8.1,6.9,3.4,1.4,6.5,8.4,9.5
"189","E14000677","Easington","ENG","NE","Lab","Lab","Lab","Lab","hold","Con",41,60.7,NA,"9,142","15,723","1,526","6,744","","","","","","","","","","1,445","","",NA,"56.5",58.3,56.1,54.7,NA,45.5,26.4,NA,26.4,45.5,4.4,19.5,0,0,0,0,0,0,0,0,0,4.2,0,0,NA,3.7,-18.2,3.1,19.5,-1.1,0,0,-4.7,0,0,0,0,0,0,0,0,NA,"Lab","Con",22.7,63.7,1.3,1.1,NA,NA,4.7,NA,NA,NA,NA,NA,6.5,12.9,61,2.4,2.1,NA,NA,18.7,2.8,66.6,15.5,18.8,27.3,17.7,2.3,33.5,7,6.5,0.2,38,98.7,0.5,0.3,0.1,0.1,0.1,0.1,0.1,0,0.1,74.5,0.1,0.1,0,0.3,0.2,19.3,0.4,0.5,15.3,7.5,14.3,5.2,4.6,1.8,2.9,1.2,2.7,8.4,14.2
"190","N06000005","East Antrim","NI","NI","","","DUP","DUP","hold","Alli",NA,NA,NA,"1,043","","","","685","","","","16,871","2,120","902","5,475","10,165","","","",NA,"57.5",60.6,NA,NA,NA,45.3,NA,NA,2.8,0,0,0,1.8,0,0,0,45.3,5.7,2.4,14.7,27.3,0,0,0,NA,0.3,0,0,0,1.8,0,0,0,-12,-3.6,-1,2.8,11.7,0,0,0,NA,"DUP","Alliance",2.5,NA,NA,NA,NA,NA,NA,57.3,9.3,3.4,11.9,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","E14000678","East Devon","ENG","SW","Con","Con","Con","Con","hold","Ind",12.8,50.8,NA,"32,577","2,870","1,771","","711","","","","","","","","","26,144","","",NA,"73.8",73.3,73.7,72.6,NA,50.8,NA,NA,50.8,4.5,2.8,0,1.1,0,0,0,0,0,0,0,0,40.8,0,0,NA,2.3,-6.9,0.4,0,1.1,0,0,-2,0,0,0,0,0,0,0,0,NA,"Con","Ind",48.5,11.4,2.4,NA,NA,NA,2,NA,NA,NA,NA,NA,35.7,46.4,10.2,6.8,NA,NA,NA,12.6,24,50.5,11,16.3,27.7,26.7,4.4,19.4,16.7,5.4,0,19,98.2,0.8,0.2,0,0.1,0.2,0.3,0.2,0.1,0.1,65,0.3,0.1,0.1,0.3,0,25.8,1.6,0.1,4.8,8.1,15.7,4,7.2,2.6,2.8,1.6,6.5,9.9,14.3
"192","S14000018","East Dunbartonshire","SCO","SCO","LDem","SNP","LDem","SNP","gain","LDem",10.3,0.3,NA,"7,455","4,839","19,523","","916","19,672","","208","","","","","","221","197","",NA,"80.3",78.1,81.9,75.2,NA,37.1,36.8,NA,14.1,9.1,36.8,0,1.7,37.1,0,0.4,0,0,0,0,0,0.4,0.4,0,NA,-0.5,-5.4,-3.8,0,1.7,6.8,0,0.4,0,0,0,0,0,0,0,0,NA,"LDem","SNP",14.6,14.5,40.6,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA,8.6,12.3,36.3,1.5,40.3,NA,1,NA,26.7,11.6,16.9,30.7,20.5,2.1,17.9,NA,9.2,0,NA,95,0,1.9,0.9,0.1,0.8,0.4,NA,0.2,0.2,62.4,0.2,0.7,0.1,1.2,1.1,27.9,0.3,0.2,5.9,7.5,13.4,4.1,4.1,3.9,6.4,1.8,7.1,13.1,15.8
"193","E14000679","East Ham","ENG","LDN","Lab","Lab","Lab","Lab","hold","Con",70.4,7.9,NA,"8,527","41,703","2,158","1,107","883","","","","","","","","","","250","",NA,"61.9",67.5,59.8,55.5,NA,76.3,15.6,NA,15.6,76.3,4,2,1.6,0,0,0,0,0,0,0,0,0,0.5,0,NA,2.8,-6.9,2.8,2,0.8,0,0,-1.2,0,0,0,0,0,0,0,0,NA,"Lab","Con",12.8,83.2,1.2,0.8,NA,NA,1.2,NA,NA,NA,NA,NA,0.8,12.1,77.6,1.6,2.5,NA,NA,5,1.2,46.9,25.7,24.7,16.4,6.6,17.6,20.5,22.9,19.8,1.7,37.6,23.1,3.9,18.5,13.3,13.1,1,8,15.9,1.1,2.3,33.4,0.7,12.5,0.1,37.4,2.9,7,0.1,0,3.2,7.4,19.8,6.9,11.4,4.3,4.9,1.6,4.9,8.3,9.6
"194","E14000680","East Hampshire","ENG","SE","Con","Con","Con","Con","hold","LDem",46.6,34.6,NA,"33,446","6,287","13,750","","2,600","","","616","","","","","","","196","",NA,"74.4",74.7,71.1,71,NA,58.8,24.2,NA,58.8,11.1,24.2,0,4.6,0,0,1.1,0,0,0,0,0,0,0.3,0,NA,-4.8,-5.9,9,0,1.4,0,0,1.1,0,0,0,0,0,0,0,0,NA,"Con","Lab",63.6,17,15.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,1,60.7,10.1,11.1,6.1,NA,NA,12,NA,48.7,11.5,18.7,28.9,18.9,6.5,17,20.3,6.4,0,15.6,96.3,1.2,0.5,0,0.1,0.3,0.8,0.5,0.1,0.1,64.6,0.3,0.3,0.1,0.4,0,26.2,1.4,0.1,8.2,8.1,14.4,3.4,4.4,6.2,3.7,1.4,8.8,10.5,11.1
"195","S14000019","East Kilbride, Strathaven and Lesmahagow","SCO","SCO","Lab","SNP","SNP","SNP","hold","Lab",7.2,23.6,NA,"11,961","12,791","3,760","","1,153","26,113","","559","","","","","","","","",NA,"69.4",67.3,72.9,66.6,NA,46.4,22.7,NA,21.2,22.7,6.7,0,2,46.4,0,1,0,0,0,0,0,0,0,0,NA,-4.1,-9,3.8,0,2,7.5,0,-0.2,0,0,0,0,0,0,0,0,NA,"SNP","Lab",25.3,31.7,2.9,NA,38.9,NA,1.2,NA,NA,NA,NA,NA,NA,11.8,28.3,1.7,NA,55.6,NA,2,0.5,38,13.8,19.5,28.9,17.1,2.1,25.2,NA,7.6,0,NA,97.7,0,0.5,0.5,0,0.3,0.2,NA,0.1,0.1,57.4,0.1,0.2,0.1,0.6,0.2,34,1,0.4,9.6,8.5,16.6,5,4.5,2.7,4.5,1.1,4.2,7.6,13.9
"196","N06000006","East Londonderry","NI","NI","","","DUP","DUP","hold","SDLP",NA,NA,NA,"","","","","","","","","15,765","6,128","6,158","3,599","5,921","1,731","","",NA,"56.8",61.2,NA,NA,NA,40.1,NA,NA,0,0,0,0,0,0,0,0,40.1,15.6,15.7,9.2,15.1,4.4,0,0,NA,-0.8,0,0,0,0,0,0,0,-8,-10.9,4.9,1.6,8.9,0,0,0,NA,"DUP","SF",0.8,NA,NA,NA,NA,NA,NA,48.1,26.5,10.8,7.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","S14000020","East Lothian","SCO","SCO","Lab","SNP","Lab","SNP","gain","Lab",5.5,6.6,NA,"15,523","17,270","4,071","","","21,156","","493","","","","","","","","",NA,"71.7",70.6,74.2,66.9,NA,36.2,29.5,NA,26.5,29.5,7,0,0,36.2,0,0.8,0,0,0,0,0,0,0,0,NA,-3.1,-6.6,3.9,0,0,5.6,0,0.8,0,0,0,0,0,0,0,0,NA,"Lab","SNP",29.6,36.1,3.1,NA,30.6,NA,NA,NA,NA,NA,NA,NA,0.7,19.5,31,2.6,2.1,42.5,NA,2,0.3,35.4,12.7,19.5,28.6,17.8,4.8,25.1,NA,7.1,0.1,NA,98.3,0,0.3,0.3,0,0.2,0.1,NA,0.1,0,51.5,0.2,0.1,0,0.5,0.1,40.9,2.3,0.3,5.4,8.4,14.1,4.3,5.3,2.1,7.4,1.3,6.2,8,15.2
